Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2010-11,21,CLE,NBA,SF,44,947,,35%,63%,1%,,-10.9,-1.9,13,17,17,48,,7,,77,15,5,24
2011-12,22,TOT,NBA,SF,7,102,,32%,68%,,,-21.3,-18.6,1,1,1,0,,0,,10,0,1,1
2011-12,22,CLE,NBA,SF,6,83,,40%,60%,,,-28.5,-21.6,1,0,1,3,,1,,8,2,0,0
2011-12,22,LAL,NBA,SF,1,19,,,100%,,,+8.3,+6.9,0,1,0,0,,0,,2,1,1,1
