Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP
Career,,,NBA,,880,28969,15.8,.507,.373,.204,1.4,8.4,4.9,32.6,1.3,0.2,12.9,22.0,,43.9,12.0,55.9,.093,,2.3,-2.7,-0.4,11.4
5 seasons,,LAL,NBA,,378,13147,15.8,.522,.419,.217,1.5,7.5,4.5,32.2,1.5,0.2,13.4,20.7,,22.5,7.3,29.8,.109,,2.4,-2.7,-0.3,5.7
4 seasons,,DEN,NBA,,245,9179,17.3,.494,.311,.209,1.3,8.9,5.0,39.2,1.1,0.3,12.5,24.2,,15.7,0.7,16.4,.086,,3.2,-3.2,0.1,4.8
2 seasons,,DAL,NBA,,100,2783,15.8,.511,.358,.193,1.7,9.8,5.8,24.2,1.0,0.2,11.6,22.9,,3.9,1.5,5.4,.094,,1.8,-2.2,-0.4,1.1
1 season,,SAS,NBA,,65,986,11.0,.492,.449,.120,0.7,9.9,5.5,20.2,0.9,0.2,13.6,20.2,,0.1,1.3,1.4,.070,,-1.4,-1.4,-2.8,-0.2
1 season,,POR,NBA,,53,1619,12.5,.494,.458,.132,1.5,9.7,5.7,23.3,1.5,0.0,13.4,19.5,,0.9,0.7,1.6,.049,,0.4,-2.2,-1.8,0.1
1 season,,GSW,NBA,,39,1255,13.1,.469,.313,.207,1.4,7.9,4.7,28.5,0.9,0.1,13.0,22.1,,0.8,0.4,1.2,.045,,0.3,-2.7,-2.4,-0.1
