Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
Career,,,NBA,,76,27,2390,8.2,20.9,.394,2.5,7.8,.324,5.7,13.1,.435,3.9,5.1,.753,1.2,3.7,4.9,7.6,1.4,0.1,2.9,4.0,22.9,,105,113
4 seasons,,LAL,NBA,,36,23,1321,7.3,20.0,.366,2.5,8.1,.306,4.9,11.9,.407,4.6,6.0,.767,1.2,3.7,4.8,8.7,1.7,0.2,3.0,3.8,21.7,,105,111
2 seasons,,DAL,NBA,,28,4,936,10.2,23.3,.438,2.8,8.0,.349,7.4,15.3,.484,2.9,4.1,.697,1.4,3.7,5.0,6.2,1.1,0.0,2.8,4.0,26.0,,107,115
1 season,,SAS,NBA,,12,0,133,2.9,13.1,.219,1.2,4.1,.300,1.6,9.0,.182,3.7,3.7,1.000,0.4,4.5,4.9,7.0,1.2,0.8,2.0,5.7,10.6,,88,114
