Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
Career,,,NBA,,6,0,13,0.0,7.3,.000,0.0,0.0,,0.0,7.3,.000,3.6,7.3,.500,3.6,10.9,14.5,7.3,0.0,0.0,3.6,7.3,3.6,,66,111
1 season,,HOU,NBA,,6,0,13,0.0,7.3,.000,0.0,0.0,,0.0,7.3,.000,3.6,7.3,.500,3.6,10.9,14.5,7.3,0.0,0.0,3.6,7.3,3.6,,66,111
