Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
Career,,,NBA,,42,814,85%,15%,,,,-4.7,+2.9,26,15,10,14,0,5,0,189,12,2,12
2 seasons,,DAL,NBA,,20,113,100%,,,,,+3.4,+3.5,0,1,2,7,0,1,0,24,1,0,2
3 seasons,,ORL,NBA,,15,551,78%,22%,,,,-5.5,+5.5,21,8,6,5,0,3,0,129,10,2,7
1 season,,NOH,NBA,,7,150,100%,,,,,-7.7,-7.5,5,6,2,2,0,1,0,36,1,0,3
