Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2002-03,21,PHO,NBA,SG,6,0,164,14,51,.275,2,13,.154,12,38,.316,.294,2,5,.400,6,20,26,8,4,2,12,15,32
2004-05,23,PHO,NBA,SF,9,9,355,63,125,.504,20,36,.556,43,89,.483,.584,23,33,.697,7,32,39,30,10,4,10,18,169
2007-08,26,ATL,NBA,SG,7,7,275,47,115,.409,16,36,.444,31,79,.392,.478,30,33,.909,9,18,27,28,2,0,16,16,140
2008-09,27,ATL,NBA,SG,11,11,429,70,168,.417,12,35,.343,58,133,.436,.452,28,45,.622,17,32,49,39,14,0,32,24,180
2009-10,28,ATL,NBA,SG,11,11,440,77,199,.387,9,41,.220,68,158,.430,.410,34,42,.810,20,36,56,55,10,3,25,22,197
2010-11,29,ATL,NBA,SG,12,12,497,87,198,.439,18,42,.429,69,156,.442,.485,34,42,.810,18,37,55,40,13,1,31,19,226
2011-12,30,ATL,NBA,SG,6,6,243,38,102,.373,9,36,.250,29,66,.439,.417,18,24,.750,6,15,21,21,8,1,16,11,103
2012-13,31,BRK,NBA,SG,7,7,271,43,103,.417,10,39,.256,33,64,.516,.466,8,9,.889,4,18,22,19,8,0,12,13,104
2013-14,32,BRK,NBA,SG,12,12,469,98,184,.533,22,53,.415,76,131,.580,.592,36,43,.837,9,37,46,35,6,3,19,20,254
2014-15,33,BRK,NBA,SG,6,6,249,34,94,.362,12,41,.293,22,53,.415,.426,19,24,.792,5,41,46,29,7,0,5,16,99
2015-16,34,MIA,NBA,SF,14,14,492,68,158,.430,13,46,.283,55,112,.491,.472,21,24,.875,7,59,66,35,8,3,18,27,170
