Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2005-06,20,SEA,NBA,C,68,1282,,,,,100%,-6.1,-4.2,19,15,26,118,,15,,34,36,5,25
2006-07,21,SEA,NBA,C,81,1510,,,,,100%,-8.2,-7.9,30,13,39,126,,17,,101,35,7,13
2007-08,22,SEA,NBA,C,72,1310,,,,,100%,-10.8,-2.5,29,21,23,94,,8,,67,43,7,24
2008-09,23,TOT,NBA,C,49,559,,,,,100%,-17.1,-16.7,5,7,16,0,,0,,35,0,3,6
2008-09,23,OKC,NBA,C,22,342,,,,,100%,-13.4,-7.3,1,2,12,27,,3,,13,7,1,3
2008-09,23,DEN,NBA,C,27,217,,,,,100%,-22.8,-27.9,4,5,4,30,,1,,22,5,2,3
2009-10,24,DEN,NBA,C,36,436,,,,,100%,+0.8,-3.8,7,7,9,46,,4,,31,10,3,5
2010-11,25,NJN,NBA,C,77,893,,,,9%,91%,-7.8,-0.9,19,5,22,98,,12,,100,12,4,3
2011-12,26,NJN,NBA,C,59,920,,,,2%,98%,-7.9,-1.7,18,10,10,77,,7,,99,15,1,10
2012-13,27,ATL,NBA,C,31,352,,,,,100%,-13.0,-14.8,10,4,10,28,,4,0,36,8,3,4
