Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2001-02,19,CHI,NBA,C,71,31,1389,3.9,7.9,.497,0.0,0.0,,3.9,7.9,.497,3.5,5.8,.604,3.0,5.9,8.9,1.4,0.7,2.4,2.6,4.6,11.3
2002-03,20,CHI,NBA,C,75,68,1827,5.1,9.5,.531,0.0,0.0,,5.1,9.5,.531,3.5,5.7,.608,3.3,6.8,10.1,1.5,0.7,2.1,2.7,4.3,13.6
2003-04,21,CHI,NBA,PF,35,8,782,3.1,7.3,.424,0.0,0.0,.000,3.1,7.2,.427,3.6,5.4,.669,3.8,8.7,12.4,1.1,0.8,2.0,1.7,4.0,9.8
2004-05,22,CHI,NBA,C,80,10,2189,3.4,6.9,.494,0.0,0.0,.000,3.4,6.9,.496,3.7,5.5,.673,4.3,8.5,12.7,1.1,1.1,2.3,1.9,4.4,10.5
2005-06,23,CHI,NBA,C,79,50,2121,2.7,4.8,.565,0.0,0.0,.000,2.7,4.8,.567,1.6,3.3,.503,4.5,7.6,12.1,1.4,0.7,1.8,2.1,5.1,7.1
2006-07,24,NOK,NBA,C,73,73,2525,4.2,6.7,.624,0.0,0.0,.000,4.2,6.7,.625,1.5,2.9,.527,4.6,8.3,12.9,0.9,0.5,1.8,1.8,3.5,9.8
2007-08,25,NOH,NBA,C,79,79,2783,4.9,7.8,.623,0.0,0.0,.000,4.9,7.8,.624,2.3,3.8,.593,4.2,7.8,12.0,1.0,0.6,1.1,1.8,3.1,12.0
2008-09,26,NOH,NBA,C,45,45,1445,4.0,7.1,.565,0.0,0.0,,4.0,7.1,.565,1.9,3.3,.579,4.1,5.7,9.8,0.5,0.4,1.4,1.7,3.6,9.9
2009-10,27,CHA,NBA,C,51,27,1163,3.4,5.9,.574,0.0,0.0,,3.4,5.9,.574,3.6,4.9,.732,3.5,6.4,9.9,0.5,0.5,1.7,2.8,4.3,10.3
2010-11,28,DAL,NBA,C,74,74,2059,4.7,7.1,.654,0.0,0.0,,4.7,7.1,.654,3.8,5.2,.732,3.6,8.5,12.1,0.6,0.6,1.4,1.5,4.2,13.1
2011-12,29,NYK,NBA,C,62,62,2061,4.2,6.2,.679,0.0,0.0,.000,4.2,6.2,.683,3.8,5.5,.689,3.7,7.0,10.7,1.0,1.0,1.6,1.8,3.2,12.2
2012-13,30,NYK,NBA,C,66,66,2164,4.2,6.7,.638,0.0,0.0,,4.2,6.7,.638,3.0,4.3,.694,4.5,7.2,11.7,1.0,0.7,1.2,1.4,3.1,11.5
2013-14,31,NYK,NBA,C,55,55,1662,4.1,7.0,.593,0.0,0.0,.000,4.1,7.0,.595,2.1,3.4,.632,3.4,8.0,11.5,1.3,0.8,1.4,1.5,3.1,10.4
2014-15,32,DAL,NBA,C,75,75,2286,4.6,6.9,.666,0.0,0.0,,4.6,6.9,.666,2.9,4.0,.720,4.6,9.0,13.6,1.3,0.7,1.4,1.7,2.7,12.1
2015-16,33,PHO,NBA,C,66,60,1618,4.1,7.0,.583,0.0,0.0,.000,4.1,7.0,.585,2.4,3.8,.620,3.9,8.9,12.8,1.4,0.8,1.0,2.1,3.2,10.5
2016-17,34,PHO,NBA,C,41,40,1169,4.3,6.3,.688,0.0,0.0,,4.3,6.3,.688,2.3,3.3,.717,4.3,10.6,14.8,0.7,0.9,0.6,1.9,3.5,11.0
