Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1997-98,22,IND,NBA,PF,26,0,9.3,1.2,3.3,.372,0.2,0.5,.308,1.1,2.8,.384,.395,0.3,0.5,.571,0.4,1.3,1.7,0.3,0.3,0.2,0.5,1.2,2.9
1998-99,23,IND,NBA,PF,27,0,9.2,1.2,2.8,.427,0.3,1.1,.276,0.9,1.7,.522,.480,0.7,0.9,.870,0.6,1.1,1.7,0.4,0.3,0.3,0.9,1.2,3.4
1999-00,24,IND,NBA,PF,81,14,23.3,3.6,8.1,.441,0.8,2.1,.362,2.8,5.9,.470,.489,2.4,2.9,.848,1.7,4.7,6.4,1.1,0.5,0.7,1.5,2.5,10.3
2000-01,25,IND,NBA,PF,81,23,23.1,3.4,8.7,.394,0.9,2.6,.338,2.5,6.1,.417,.444,2.5,2.9,.866,1.5,3.3,4.8,1.1,0.4,0.6,1.7,2.2,10.1
2001-02,26,IND,NBA,PF,76,1,16.9,2.4,5.9,.413,0.6,1.9,.338,1.8,4.0,.449,.468,1.3,1.5,.851,1.0,2.9,3.9,1.0,0.3,0.4,0.9,1.4,6.8
2002-03,27,IND,NBA,PF,49,0,12.9,1.8,4.3,.411,0.6,1.4,.391,1.2,2.9,.421,.476,1.1,1.3,.815,0.8,2.3,3.2,1.1,0.1,0.3,0.6,1.0,5.1
2003-04,28,IND,NBA,PF,77,0,13.6,1.5,4.0,.388,0.7,1.9,.389,0.8,2.1,.387,.479,1.2,1.4,.894,0.8,2.4,3.2,0.7,0.3,0.2,0.7,1.3,5.0
2004-05,29,IND,NBA,PF,73,22,25.0,2.6,6.8,.378,0.6,2.4,.259,2.0,4.4,.443,.424,3.1,3.5,.883,1.4,3.7,5.1,1.3,0.7,0.2,1.4,2.1,8.9
2005-06,30,IND,NBA,PF,50,26,23.0,2.6,5.7,.463,1.1,2.8,.386,1.6,2.9,.538,.558,1.8,2.0,.882,1.2,4.1,5.3,1.2,0.4,0.1,1.0,2.1,8.2
2006-07,31,DAL,NBA,PF,61,2,11.9,1.3,3.6,.351,0.4,1.5,.286,0.9,2.1,.397,.410,0.7,0.9,.865,0.5,2.5,3.0,0.7,0.2,0.1,0.5,1.1,3.7
2007-08,32,GSW,NBA,PF,44,0,10.4,1.4,3.1,.445,0.5,1.4,.361,0.9,1.7,.513,.526,0.7,0.7,.906,0.8,1.6,2.4,0.7,0.2,0.1,0.5,1.4,3.9
2008-09,33,TOT,NBA,PF,14,0,7.1,1.0,2.8,.359,0.4,1.1,.333,0.6,1.7,.375,.423,0.5,0.9,.583,0.8,1.6,2.4,0.6,0.1,0.1,0.4,0.4,2.9
2008-09,33,MIL,NBA,PF,11,0,7.0,1.1,2.7,.400,0.5,1.0,.455,0.6,1.7,.368,.483,0.6,1.0,.636,0.6,1.5,2.2,0.5,0.1,0.1,0.4,0.4,3.3
2008-09,33,SAS,NBA,PF,3,0,7.7,0.7,3.0,.222,0.0,1.3,.000,0.7,1.7,.400,.222,0.0,0.3,.000,1.3,2.0,3.3,1.0,0.0,0.0,0.7,0.3,1.3
