Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP
2006-07,22,BOS,NBA,SG,47,710,10.0,.512,.448,.212,3.0,8.8,5.8,10.5,1.5,0.3,12.9,20.8,,0.1,0.5,0.6,.039,,-1.0,-2.5,-3.5,-0.3
