Pos,GS,FGptg,X3Pptg,PF,PTS,AST,Salary
SF,14.0,0.477666666666667,0.322,4.76666666666667,13.2833333333333,1.23333333333333,1467364.16666667
SG,7.16666666666667,0.4525,0.305666666666667,4.71666666666667,13.6166666666667,1.53333333333333,630379.0
SF,43.1,0.4148,0.3534,3.18,17.56,1.95,6866032.5
C,2.0,0.415,0.0,6.5,8.9,1.0,16006220.0
SF,11.0,0.352,0.314,3.8,10.7,2.1,884879.0
C,12.4285714285714,0.508571428571429,0.0,6.37142857142857,9.92857142857143,2.0,1561984.57142857
SG,42.8333333333333,0.438166666666667,0.389833333333333,2.46666666666667,14.1166666666667,1.91666666666667,2115605.16666667
SG,0.0,0.214,0.0,3.5,6.7,1.9,398762.0
PF,20.5,0.39425,0.29175,3.15,12.675,1.55,1286974.0
PF,30.6666666666667,0.392333333333333,0.293,4.56666666666667,10.4,3.0,880247.666666667
PG,1.0,0.377,0.298,2.3,12.8,3.4,507336.0
SG,12.75,0.4235,0.352,3.7625,17.725,1.9,1989119.5
PF,1.0,0.574,0.0,5.5,13.6,0.9,59686.0
SF,63.5,0.439166666666667,0.342666666666667,2.6,15.95,1.86666666666667,6109633.33333333
SG,1.66666666666667,0.422,0.135666666666667,3.56666666666667,12.6333333333333,4.7,371679.0
SG,30.4444444444444,0.430666666666667,0.353,3.01111111111111,14.2555555555556,2.35555555555556,2498474.33333333
SG,0.0,0.433,0.346,2.7,13.9,4.4,664209.0
SF,23.0,0.4765,0.0,4.05,7.65,3.1,1121859.0
PF,75.0,0.5246,0.2538,3.14,21.72,4.04,10486272.8
PF,13.5,0.305,0.0975,3.2,7.75,1.35,2600000.0
SF,0.0,0.4,0.0,4.5,11.3,1.1,457588.0
PG,1.0,0.537,0.0,5.1,10.9,4.5,59686.0
C,0.0,0.4714,0.0,7.0,12.28,1.54,1480000.0
SG,0.0,0.508,0.091,3.85,11.4,2.4,543755.5
SG,2.0,0.323,0.301,3.2,13.3,1.1,1149720.0
SF,0.0,0.476,0.6,4.1,20.5,0.0,825497.0
SF,0.0,0.25,0.0,2.8,5.5,2.8,135895.0
SF,4.25,0.41025,0.3905,2.7,15.1,2.2,886889.25
C,14.0,0.478,0.323,3.5,11.1,1.8,816482.0
SG,54.5,0.451125,0.3705,2.7375,18.5875,4.1625,10656250.0
C,0.0,0.5,0.0,3.7,19.1,0.0,329138.0
PG,0.0,0.333,0.261,4.1,10.3,3.8,473604.0
PF,8.33333333333333,0.442833333333333,0.0238333333333333,4.4,14.3833333333333,0.983333333333333,2593382.33333333
PF,0.5,0.3685,0.24,3.55,10.15,1.3,617899.5
SF,4.0,0.3265,0.2105,3.1,5.8,3.95,8035071.0
SG,15.5,0.4085,0.3525,2.65,16.5,2.0,1223700.0
SG,39.8333333333333,0.444,0.3705,2.86666666666667,21.0833333333333,4.66666666666667,7868991.83333333
SF,34.6666666666667,0.441333333333333,0.278666666666667,2.9,10.2333333333333,1.23333333333333,1809880.0
PF,0.0,0.29,0.154,2.1,8.6,0.9,473604.0
SG,9.0,0.48175,0.223,4.375,15.875,1.8,5880000.0
C,1.33333333333333,0.443333333333333,0.308666666666667,4.26666666666667,11.0,0.8,570698.0
PF,32.0,0.425111111111111,0.350777777777778,4.14444444444444,18.0555555555556,2.17777777777778,7323739.66666667
C,6.33333333333333,0.516333333333333,0.0,8.0,12.8666666666667,0.766666666666667,1197785.33333333
PG,42.6,0.4366,0.3103,3.06,15.99,6.29,5824584.2
SG,6.0,0.304,0.204,3.6,9.4,1.5,1519200.0
SG,1.0,0.4,0.369,4.5,9.9,1.9,884879.0
PG,8.0,0.416,0.269,5.2,10.1,5.9,390556.0
SG,10.0,0.387,0.3515,2.35,13.05,2.85,298273.0
PF,0.0,0.367,0.0,5.2,10.9,1.1,64978.0
C,7.66666666666667,0.456666666666667,0.0,7.03333333333333,12.0666666666667,1.2,2692000.0
SG,0.5,0.2485,0.1025,4.15,6.5,2.65,330130.0
SF,36.0,0.465666666666667,0.293,2.73333333333333,16.9,1.73333333333333,1781531.33333333
PG,4.8,0.3952,0.1772,4.44,8.28,5.48,1753604.8
PF,39.4,0.4883,0.02,3.54,10.46,1.13,4866200.0
SF,40.6,0.4474,0.2032,3.08,7.64,2.28,4350000.0
PF,45.125,0.4575,0.301875,4.125,13.575,2.8,4234063.0
C,27.1111111111111,0.472444444444444,0.0,4.56666666666667,6.78888888888889,2.41111111111111,3409328.77777778
SF,10.2,0.4256,0.3638,3.28,13.4,1.58,1949601.4
SF,51.0,0.4468,0.3804,2.18,15.8,3.82,5159436.6
SF,0.0,0.299666666666667,0.189666666666667,3.96666666666667,11.5666666666667,2.3,1124324.33333333
C,39.0,0.514666666666667,0.0,3.88888888888889,10.3111111111111,0.877777777777778,6431687.55555556
PG,15.6,0.4248,0.3792,2.34,13.56,3.54,1004792.2
PF,4.0,0.579,0.0,4.6,9.4,0.8,1158424.0
SG,48.6666666666667,0.431,0.274666666666667,2.41666666666667,15.1166666666667,2.51666666666667,3568807.83333333
SF,4.5,0.3605,0.2235,3.175,10.55,1.225,1899260.0
C,14.3333333333333,0.528666666666667,0.0,3.9,15.1333333333333,1.73333333333333,1905320.0
SF,4.0,0.437333333333333,0.372,2.56666666666667,14.8666666666667,1.33333333333333,1914666.66666667
C,70.2857142857143,0.465285714285714,0.164285714285714,4.68571428571429,15.5857142857143,2.0,7169166.0
C,42.5714285714286,0.505571428571429,0.0,3.17142857142857,14.8,1.28571428571429,3024841.0
SG,0.0,0.3205,0.2,4.5,14.3,4.35,259219.5
PF,45.3,0.4815,0.08,4.84,14.3,2.26,10343988.9
PG,36.0,0.448285714285714,0.366142857142857,2.92857142857143,14.5857142857143,4.27142857142857,4190200.0
SF,53.0,0.47875,0.3025,2.6625,14.35,2.7625,6400143.75
C,18.1666666666667,0.497666666666667,0.0455,4.41666666666667,14.65,1.23333333333333,4034114.5
SF,39.0,0.4105,0.3155,2.85,9.25,2.35,1274760.0
PF,0.0,1.0,0.0,0.0,36.0,0.0,148238.0
SG,51.5555555555556,0.409222222222222,0.371777777777778,3.32222222222222,12.1,5.32222222222222,6142945.33333333
SG,0.0,0.317,0.217,2.1,13.5,2.1,412718.0
SG,0.0,0.154,0.0,0.9,3.7,5.5,245884.0
SG,0.5,0.4425,0.0,5.45,11.25,6.55,1191780.0
SF,0.0,1.0,0.0,6.5,6.5,0.0,52033.0
PG,57.8333333333333,0.440666666666667,0.3785,2.63333333333333,14.8833333333333,6.8,4446078.5
SG,4.0,0.387,0.321,3.0,13.9,2.6,816482.0
C,7.11111111111111,0.586333333333333,0.0,6.33333333333333,11.1666666666667,0.766666666666666,1405059.0
SF,0.0,0.303,0.1665,1.75,8.6,2.6,792437.5
SG,21.0,0.414,0.365,4.0,14.7,2.8,1290360.0
C,61.5,0.541625,0.33375,2.575,15.4125,2.825,8190627.125
PF,0.0,0.25,0.0,1.6,8.2,0.0,91642.0
PF,5.33333333333333,0.354,0.320333333333333,3.43333333333333,8.43333333333333,2.6,3315000.0
SG,0.8,0.4206,0.4088,2.62,16.46,2.88,1547598.2
C,72.6,0.5845,0.1453,3.38,18.9,1.59,14054650.3
SF,37.25,0.425125,0.31775,3.025,16.775,1.8,4850717.25
PF,24.1666666666667,0.4235,0.0,4.06666666666667,9.73333333333333,1.68333333333333,4066385.66666667
SG,0.0,0.358333333333333,0.36,3.6,12.1333333333333,5.06666666666667,213850.666666667
PG,2.0,0.35,0.359666666666667,1.83333333333333,13.1,4.33333333333333,6009530.0
PG,28.75,0.34775,0.28825,2.775,11.825,3.475,9444405.75
SF,4.0,0.459,0.314,4.2,9.6,1.3,880000.0
PF,17.8,0.4625,0.0,3.95,13.56,1.34,5171883.3
C,9.0,0.502,0.0,6.1,12.4,1.7,632455.0
PG,0.2,0.319,0.2508,3.9,8.94,4.8,1741985.6
SF,0.0,0.4415,0.0,4.9,10.3,0.2,374839.0
C,19.5,0.52725,0.0,3.675,11.375,0.275,3192000.0
PF,55.8333333333333,0.534333333333333,0.323833333333333,3.78333333333333,14.2,0.65,5077610.33333333
SF,67.6,0.4615,0.3361,1.83,13.96,4.84,9656795.5
C,58.5,0.481333333333333,0.143833333333333,4.51666666666667,15.4333333333333,1.43333333333333,8676620.5
C,0.0,0.0,0.0,6.0,0.0,0.0,800000.0
PF,36.7142857142857,0.442428571428571,0.367,3.94285714285714,16.0142857142857,1.65714285714286,4475101.28571429
SF,32.0,0.415,0.356,2.7,8.5,3.9,507336.0
PG,64.0,0.45475,0.39075,2.35,21.975,5.975,5838082.5
SG,77.0,0.4525,0.334,1.25,25.2,6.2,17732812.5
SG,13.625,0.405375,0.3725,4.075,9.4,2.35,967558.5
PG,32.8888888888889,0.446444444444444,0.342222222222222,2.37777777777778,14.0555555555556,5.71111111111111,3657402.55555556
PG,9.0,0.391333333333333,0.340333333333333,2.73333333333333,15.1,3.76666666666667,5040629.33333333
PG,0.0,0.3,0.167,3.4,9.7,6.8,53834.0
PF,1.33333333333333,0.405666666666667,0.174333333333333,5.66666666666667,9.6,0.966666666666667,680269.666666667
PG,2.0,0.423,0.25,3.4,6.2,4.5,1355067.0
SF,1.0,0.294,0.243,3.6,8.5,2.5,2640000.0
SF,1.0,0.369333333333333,0.331333333333333,3.6,12.0,3.0,1455518.66666667
PF,17.5,0.441,0.25,3.75,14.4,1.75,4712500.0
PG,19.0,0.41325,0.26975,2.525,14.5,5.5,1466032.5
SF,50.0,0.398,0.323666666666667,2.55,16.2333333333333,3.71666666666667,7858250.0
SG,0.0,0.339,0.222,2.2,7.0,1.3,826269.0
C,4.33333333333333,0.479,0.0,4.93333333333333,9.06666666666667,0.7,725906.333333333
SF,5.33333333333333,0.272666666666667,0.0,2.26666666666667,5.66666666666667,0.8,816552.666666667
C,5.0,0.564,0.0,6.5,18.125,0.375,5600000.0
SF,75.1,0.5093,0.3477,1.71,25.94,6.5,14146103.3
PG,31.1428571428571,0.386142857142857,0.403714285714286,3.3,14.3857142857143,5.24285714285714,4005837.14285714
PF,53.6666666666667,0.429555555555556,0.337222222222222,2.72222222222222,18.0888888888889,1.56666666666667,10895173.6666667
SG,29.5,0.3945,0.358,3.475,9.25,4.475,5787500.0
PG,15.0,0.396,0.364,2.5,12.6,5.2,4000000.0
C,1.0,0.3455,0.0,5.4,7.3,1.05,589267.0
C,63.0,0.498,0.0968,3.07,19.64,1.79,9777871.2
PF,1.0,0.449,0.133,4.1,12.4,1.1,507336.0
SF,58.7,0.4561,0.3759,2.65,15.13,2.3,10134049.0
PF,26.8571428571429,0.401,0.153285714285714,4.41428571428571,6.82857142857143,1.91428571428571,4131226.42857143
PG,28.0,0.447,0.15,3.4,12.0,6.9,473604.0
SG,1.66666666666667,0.440666666666667,0.336666666666667,1.93333333333333,13.4666666666667,2.1,1258760.0
PG,68.1666666666667,0.392,0.350166666666667,2.1,17.7833333333333,6.63333333333333,4304726.0
PF,17.6,0.463,0.3442,3.88,13.4,1.54,3691517.6
PF,0.0,0.269,0.067,7.8,11.3,2.1,816481.0
PG,1.0,0.409,0.2,2.3,10.7,6.8,473604.0
PF,32.6,0.4004,0.3052,3.76,12.96,1.08,2767187.2
PF,12.5,0.513,0.0,5.85,12.05,0.85,550087.0
PF,30.8,0.5855,0.2168,5.48,12.59,1.64,4206297.0
PG,26.8,0.4278,0.3694,2.78,10.64,5.64,2398000.0
PG,0.0,0.46,0.375,3.3,13.95,4.5,617899.5
PG,0.0,0.314,0.267,3.3,8.2,6.7,168035.0
C,0.333333333333333,0.519,0.0,6.16666666666667,11.5666666666667,0.733333333333333,457953.666666667
SF,1.0,0.4215,0.314,2.4,10.8,0.85,167930.5
SG,0.0,0.0,0.0,0.0,0.0,6.0,192228.0
SF,9.33333333333333,0.418666666666667,0.299666666666667,3.96666666666667,15.7666666666667,1.63333333333333,581025.333333333
C,0.0,0.412,0.0,10.2,6.7,0.9,1138500.0
PF,2.5,0.5165,0.205,4.55,14.7,1.4,717899.5
PF,20.8,0.472,0.2378,4.5,12.62,2.78,2090561.2
PF,0.0,0.446,0.0,3.0,13.8,0.7,1042320.0
SG,73.9,0.446,0.3667,1.71,18.43,4.34,16620511.3
PF,1.75,0.434,0.38175,5.025,9.925,1.375,475007.75
SG,0.0,0.347,0.238,4.7,10.2,1.5,507336.0
SG,0.0,0.3595,0.287,2.7,10.5,2.25,669436.0
SG,0.0,0.182,0.1665,7.45,11.65,2.1,138464.0
SG,2.0,0.419,0.375,2.5,11.3,2.5,507336.0
SF,53.8,0.4082,0.3426,2.72,12.12,1.86,2783084.6
SF,5.0,0.462,0.111,6.3,11.8,1.7,412718.0
PG,2.5,0.37825,0.393,1.65,11.1,2.875,4026824.0
SF,16.6666666666667,0.419444444444444,0.279,4.64444444444444,11.9333333333333,1.83333333333333,1753038.88888889
SF,17.0,0.436,0.257,2.5,10.4,0.7,473504.0
PG,1.33333333333333,0.358333333333333,0.0786666666666667,2.93333333333333,11.8,6.5,1193320.0
PF,0.0,0.37575,0.0,5.675,6.5,0.4,470098.25
SG,49.6666666666667,0.397666666666667,0.333333333333333,2.86666666666667,10.3666666666667,2.6,10600574.0
SF,15.25,0.4075,0.3485,2.925,11.0,3.45,2337843.5
SF,6.77777777777778,0.385222222222222,0.384222222222222,2.96666666666667,11.6,1.23333333333333,2421999.88888889
SF,21.0,0.34,0.328,4.2,12.1,0.7,1436983.5
PF,0.0,0.402,0.0,2.7,10.2,1.1,390027.0
SF,7.0,0.416666666666667,0.198,2.93333333333333,10.6666666666667,1.16666666666667,1082560.0
C,2.0,0.472,0.1,6.7,9.88,1.02,1064316.2
PF,31.6666666666667,0.509,0.307,2.76666666666667,15.0666666666667,1.66666666666667,1551840.0
C,57.5714285714286,0.655,0.0357142857142857,3.91428571428571,10.9571428571429,0.628571428571428,6454266.28571429
C,0.0,0.5235,0.0,5.25,13.5,1.25,694423.5
PG,10.75,0.43925,0.2915,2.575,11.5,4.65,1319535.25
SF,0.0,0.143,0.0,2.0,6.0,0.7,189442.0
C,42.5,0.4923,0.0,3.54,16.26,1.82,7655852.8
C,28.25,0.5125,0.339,3.65,16.4,0.875,4694148.5
SG,10.0,0.415857142857143,0.372857142857143,2.94285714285714,10.9857142857143,1.64285714285714,3929435.14285714
SG,8.5,0.373,0.2535,4.0,9.2,2.2,1500840.0
SG,0.0,0.346,0.308,2.0,15.2,4.6,427163.0
C,0.0,0.449,0.0,11.7,13.5,0.5,682050.0
PF,34.0,0.337,0.336,3.4,9.7,2.7,1650000.0
PF,17.6666666666667,0.411666666666667,0.111,5.7,10.7,2.7,1398986.0
SF,63.6666666666667,0.465333333333333,0.111,3.0,12.2666666666667,1.66666666666667,4809840.0
SG,72.125,0.39125,0.369,1.95,10.025,8.1375,13180687.5
SG,0.0,0.35,0.308,1.5,11.0,2.0,64843.0
SG,5.0,0.442333333333333,0.367,3.53333333333333,14.0,1.16666666666667,476610.666666667
SF,42.2222222222222,0.431,0.258333333333333,2.2,11.9777777777778,3.28888888888889,11416842.6666667
C,0.0,0.25,0.0,2.6,10.3,2.6,65000.0
SF,9.28571428571429,0.422714285714286,0.306,4.17142857142857,15.3714285714286,1.38571428571429,2694367.57142857
PG,32.75,0.39275,0.07175,3.375,9.75,8.025,3150000.0
PG,68.0,0.414666666666667,0.357333333333333,2.4,16.3,4.7,2704280.0
SF,0.0,0.275,0.243,1.55,9.1,3.05,1768380.0
SG,28.7777777777778,0.454444444444444,0.449222222222222,2.82222222222222,13.8555555555556,2.63333333333333,5086062.44444444
C,19.8571428571429,0.516,0.0,4.71428571428571,12.6285714285714,0.928571428571429,2128541.71428571
C,0.0,0.533,0.0,4.3,12.2,0.6,1500000.0
C,52.6666666666667,0.4875,0.075,4.06666666666667,14.5666666666667,1.18333333333333,3283657.33333333
PF,0.0,0.389,0.306,3.1,11.2,4.9,2000000.0
SF,5.0,0.389,0.395,6.4,12.8,1.6,429111.0
C,0.0,0.667,0.0,6.5,10.0,3.0,816482.0
C,24.0,0.418666666666667,0.159666666666667,5.96666666666667,9.83333333333333,1.16666666666667,11532037.3333333
SG,0.0,0.381,0.389,3.0,9.75,2.1,719436.0
SG,2.66666666666667,0.400333333333333,0.332666666666667,3.16666666666667,16.6,2.13333333333333,2111120.0
C,0.0,0.182,0.0,2.6,5.1,2.6,900000.0
PF,10.125,0.537875,0.124875,4.0125,16.3625,1.05,4365895.375
SF,0.0,0.372,0.321,4.5,14.3,0.0,457588.0
SG,0.0,0.25,0.0,3.6,7.2,0.0,272316.0
C,0.0,0.444,0.0,9.2,7.2,1.3,771331.0
PG,11.0,0.4065,0.309,3.15,9.4,4.8,1571520.0
C,1.0,0.404,0.188,5.8,12.5,1.7,1790280.0
PG,40.0,0.422,0.341,3.0,14.7,5.2,2055840.0
PG,2.0,0.41925,0.249,2.825,12.075,4.6,1768501.75
PF,0.0,0.0,0.0,18.0,0.0,0.0,473640.0
PG,51.1666666666667,0.472333333333333,0.373666666666667,1.95,16.3666666666667,7.41666666666667,4927707.0
SG,0.0,0.333,0.37,3.1,13.3,2.8,912538.0
SG,42.1428571428571,0.45,0.385142857142857,2.3,12.8714285714286,2.07142857142857,3107116.14285714
PF,49.0,0.5405,0.0333,3.22,16.27,2.59,7561003.3
SG,6.0,0.386,0.2665,3.5,9.45,3.55,631097.5
C,23.5,0.465,0.1665,5.95,9.4,0.6,3571320.0
SG,6.0,0.393,0.321,3.1,15.0,3.2,3520000.0
SF,56.25,0.497,0.3695,2.2,15.025,2.2,2093944.75
C,5.33333333333333,0.502,0.283,5.83333333333333,11.7,1.4,2222200.0
SG,0.0,0.357,0.0,3.2,11.2,4.0,473604.0
PF,9.0,0.4755,0.287,4.05,13.3,1.8,720552.0
SF,49.875,0.433875,0.3685,2.6125,15.5125,1.975,13214283.5
SG,0.5,0.4635,0.184,3.0,8.75,1.75,617899.5
PG,82.0,0.429,0.368333333333333,2.13333333333333,19.9333333333333,5.93333333333333,3202960.0
PG,34.0,0.4292,0.3172,3.24,15.08,6.4,5271947.4
PG,18.1111111111111,0.480222222222222,0.169111111111111,2.9,11.0222222222222,5.15555555555556,2556192.66666667
C,54.1428571428571,0.516142857142857,0.0142857142857143,3.02857142857143,21.1285714285714,1.38571428571429,7699494.57142857
C,45.2857142857143,0.526857142857143,0.0,4.07142857142857,13.8857142857143,0.742857142857143,3575349.14285714
PF,51.0,0.438571428571429,0.312,2.41428571428571,20.0714285714286,2.57142857142857,8413488.42857143
PG,37.7777777777778,0.411444444444445,0.332111111111111,3.42222222222222,14.6444444444444,6.77777777777778,4528657.44444444
PG,1.14285714285714,0.376285714285714,0.264857142857143,2.11428571428571,12.4714285714286,4.45714285714286,725997.714285714
PG,7.5,0.44,0.42325,3.15,14.625,4.3,3187500.0
PG,0.0,0.5,0.0,0.0,13.7,10.3,192228.0
SG,0.0,0.341,0.25,2.7,11.7,1.3,2500000.0
C,0.0,0.543,0.0,2.4,12.3,1.3,473604.0
PG,3.66666666666667,0.406,0.312666666666667,2.03333333333333,12.2,6.43333333333333,1263743.33333333
C,3.5,0.329,0.0,6.325,3.125,0.9,2315000.0
SF,27.875,0.439375,0.2995,4.075,20.3875,2.5125,8625000.0
C,17.1428571428571,0.466142857142857,0.0,5.62857142857143,8.12857142857143,0.685714285714286,3702738.0
C,1.5,0.5305,0.0,6.31666666666667,15.7833333333333,0.833333333333333,2463432.66666667
PF,0.0,0.2,0.0,5.3,6.7,0.0,20133.0
SG,7.0,0.318,0.182,2.4,6.4,2.9,884879.0
PG,39.25,0.40675,0.323,2.55,13.625,5.8,18372656.25
SF,62.3,0.4958,0.2708,2.11,14.19,1.97,10439466.7
PF,0.0,0.365,0.375,4.7,10.8,1.3,412718.0
C,0.833333333333333,0.467666666666667,0.241666666666667,6.68333333333333,10.9833333333333,0.8,1065994.33333333
PF,0.25,0.3995,0.35325,3.525,14.075,1.55,5915569.75
PG,17.0,0.410666666666667,0.368333333333333,2.13333333333333,9.13333333333333,8.56666666666667,1613321.0
SG,5.5,0.38,0.2775,2.35,10.25,1.4,531485.5
SF,1.4,0.3572,0.3246,3.8,11.8,1.5,640563.2
PG,0.0,0.311666666666667,0.292,3.73333333333333,11.0333333333333,6.16666666666667,1114861.33333333
PF,32.0,0.4955,0.1506,4.29,11.34,1.73,8704698.0
SG,49.1,0.4402,0.3836,2.2,20.93,2.32,7104092.6
SF,41.8,0.437,0.0334,2.56,11.3,1.6,5149444.0
SG,14.0,0.393857142857143,0.376857142857143,2.87142857142857,12.5,2.58571428571429,1798904.57142857
SG,63.5,0.444833333333333,0.392,2.46666666666667,15.8333333333333,2.3,5497364.66666667
PF,18.8,0.4836,0.0,3.74,10.91,0.79,2861482.1
PG,0.5,0.374,0.343,2.875,10.05,6.525,1567350.0
SG,43.0,0.427,0.375571428571429,2.64285714285714,16.4857142857143,3.38571428571429,5449919.57142857
C,6.25,0.4415,0.41675,4.575,14.875,1.95,1726477.0
PF,49.0,0.451833333333333,0.210166666666667,2.93333333333333,10.45,1.46666666666667,2754262.83333333
C,0.5,0.453166666666667,0.0,6.71666666666667,9.53333333333333,1.23333333333333,1645624.5
PF,0.0,0.545,0.0,5.5,16.3,0.5,167122.0
PG,30.0,0.438,0.306,2.3,12.6,4.7,816482.0
SG,9.75,0.4115,0.34475,4.225,16.65,2.325,1895351.5
SF,1.0,0.333,0.222,5.3,9.0,2.3,1035000.0
SG,1.5,0.426,0.3855,3.5,15.45,2.2,2368860.0
C,1.0,1.0,0.0,7.6,3.3,0.0,151089.0
SG,0.0,0.0,0.0,3.0,0.0,0.0,161061.0
SG,15.0,0.396,0.287,3.4,13.0,1.9,507336.0
SF,0.0,0.402,0.317,3.3,12.2,0.7,2277960.0
PF,29.5,0.5005,0.0,4.11666666666667,11.5666666666667,1.73333333333333,5660203.16666667
PF,0.0,0.385,0.0,7.0,13.2,0.9,412718.0
PF,2.0,0.533,0.0,5.3,14.9,1.0,1400040.0
C,22.5714285714286,0.523142857142857,0.142857142857143,4.74285714285714,15.4142857142857,0.628571428571429,5564617.14285714
SF,39.7142857142857,0.415714285714286,0.336714285714286,1.71428571428571,17.6142857142857,5.35714285714286,13989185.4285714
SF,14.0,0.408166666666667,0.111166666666667,3.68333333333333,5.95,2.36666666666667,696456.5
PG,10.0,0.422333333333333,0.157,3.16666666666667,8.56666666666667,5.3,2739863.33333333
SF,0.0,0.4485,0.0,2.95,4.05,3.45,8285437.0
SG,68.5,0.4065,0.339,3.15,12.65,1.6,2961120.0
PG,20.5,0.3705,0.3245,3.2,11.2,4.45,1300000.0
PG,0.0,0.273,0.5,5.0,9.0,2.0,29843.0
PF,20.5,0.498,0.2785,3.775,10.6875,3.275,2117662.125
C,0.0,0.457,0.25,6.55,15.35,3.45,1812566.0
SG,32.3333333333333,0.414666666666667,0.3645,1.98333333333333,14.4166666666667,1.65,1886097.33333333
PG,0.0,0.15,0.0,0.8,5.0,10.9,1450456.0
C,0.0,0.5,0.0,7.0,7.0,0.0,1254720.0
PF,0.0,0.458,0.0,7.13333333333333,9.5,1.0,369126.0
SF,40.6666666666667,0.449,0.377333333333333,3.46666666666667,14.3333333333333,2.46666666666667,725906.333333333
C,20.3333333333333,0.404333333333333,0.0,6.1,12.3333333333333,2.16666666666667,2930939.0
PG,0.0,0.333,0.0,4.0,4.9,7.3,155614.0
SG,24.6,0.4116,0.3303,4.09,15.91,2.27,2528858.1
SF,11.5,0.473,0.1835,3.35,15.05,2.05,8477376.0
C,25.75,0.416125,0.0,4.75,10.175,1.5125,5607800.25
PG,49.2,0.4675,0.222,2.51,13.67,7.55,7296612.5
C,41.8571428571429,0.442285714285714,0.340142857142857,3.25714285714286,12.7857142857143,4.38571428571429,8807428.57142857
SF,3.33333333333333,0.33,0.239333333333333,5.23333333333333,5.93333333333333,2.03333333333333,554158.666666667
SF,28.5,0.4486,0.4123,2.62,12.26,3.31,6846008.9
PF,5.33333333333333,0.312333333333333,0.162,3.36666666666667,11.0,2.6,542609.333333333
SG,5.0,0.34,0.311,4.8,9.7,2.3,241731.0
PF,45.6666666666667,0.506,0.234222222222222,4.17777777777778,16.6888888888889,2.5,5901115.22222222
PG,0.8,0.4286,0.4038,3.38,18.44,4.1,1491191.6
C,48.4,0.5152,0.2,3.76,22.54,1.9,12913866.2
PF,3.0,0.405,0.316,3.7,18.1,2.1,5305000.0
SG,49.0,0.43275,0.3605,2.25,13.925,2.325,8193750.0
C,17.3,0.4728,0.0,5.23,11.58,0.96,4369717.8
SF,15.0,0.333,0.265,4.3,8.1,2.0,1016400.0
PF,66.8,0.5102,0.0,2.8,16.48,2.56,3718005.6
SF,39.25,0.4555,0.328,2.35,9.975,1.675,1722170.0
SG,6.0,0.41275,0.3535,2.975,11.775,3.3,767063.75
C,38.75,0.55525,0.0,5.05,10.9,1.875,2496294.25
PF,0.0,1.0,0.0,18.0,36.0,0.0,507336.0
SF,9.33333333333333,0.370333333333333,0.302666666666667,3.06666666666667,11.9666666666667,2.43333333333333,4344369.66666667
PG,4.25,0.39075,0.334,3.175,10.575,4.85,796206.0
PF,30.25,0.43925,0.329,4.175,15.725,2.275,2265819.75
PF,12.0,0.390666666666667,0.285666666666667,3.26666666666667,14.0666666666667,1.66666666666667,2251273.66666667
PF,0.666666666666667,0.445,0.0,9.13333333333333,12.1333333333333,0.6,820923.333333333
SF,0.0,0.327,0.0,3.6,6.6,0.7,835810.0
SG,18.4285714285714,0.453,0.424857142857143,2.81428571428571,15.7857142857143,1.47142857142857,2486565.42857143
PF,26.3333333333333,0.467333333333333,0.302333333333333,4.5,14.9,1.9,1453386.66666667
PF,1.0,0.5015,0.0,3.55,9.25,0.55,1065780.0
C,21.0,0.568,0.0,5.03333333333333,14.3333333333333,0.433333333333333,4875477.66666667
C,32.0,0.5168,0.1,4.84,12.76,1.08,3820284.2
SG,6.5,0.4745,0.3325,2.5,19.55,1.25,1929540.0
C,13.2,0.3882,0.1846,5.04,13.08,1.06,1362762.6
SG,0.0,0.25,0.2,2.8,10.4,1.4,473604.0
PF,41.25,0.434,0.353875,3.45,12.4875,2.0125,7445867.125
SF,1.0,0.398,0.346,4.1,12.2,0.8,6388500.0
SG,13.6,0.4162,0.308,2.52,15.2,3.94,1605049.6
PF,8.0,0.55,0.409,3.7,14.1,1.8,816482.0
C,20.75,0.50125,0.0,4.125,6.425,0.225,1556020.25
PF,1.0,0.4295,0.391,4.1,16.2,1.65,2500000.0
PF,0.0,0.5,0.0,4.9,14.1,1.1,835810.0
PF,6.71428571428571,0.439714285714286,0.267714285714286,4.81428571428571,8.71428571428571,1.7,3687754.85714286
PG,10.0,0.382,0.364,2.7,9.3,4.6,1238640.0
PG,65.3333333333333,0.495777777777778,0.420555555555556,1.51111111111111,16.3,10.9333333333333,10786166.6666667
SG,30.0,0.402,0.361,1.6,15.2,3.0,538090.0
C,0.0,0.4,0.0,4.05,3.15,0.0,372015.5
C,1.0,0.415,0.0,5.4,11.8,1.7,398762.0
SG,5.8,0.4166,0.3752,2.5,16.6,2.88,1728316.8
SG,0.0,0.205,0.167,3.3,6.6,3.3,1056720.0
PG,5.0,0.444,0.0,5.1,11.2,2.7,182047.0
PG,56.4,0.44,0.3821,3.1,15.44,6.71,5379381.7
C,38.0,0.5336,0.0666,4.42,12.16,1.96,6446000.0
SF,2.0,0.365,0.382,4.75,8.85,0.75,3073125.0
PF,12.0,0.464333333333333,0.210666666666667,4.03333333333333,14.8,1.23333333333333,1482000.0
SF,0.0,0.297,0.1155,2.95,15.15,1.7,257528.0
C,57.875,0.497,0.0,3.525,11.525,3.35,7076887.0
SF,24.5,0.405833333333333,0.341166666666667,3.85,15.75,1.53333333333333,6037500.0
PF,0.0,0.367,0.321,3.5,8.4,3.0,412718.0
C,71.0,0.462,0.0,3.2,11.6,2.0,3315120.0
