Season,Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
1997-98,21,CALIFORNIA,27,,53,123,0,0,30,49,,126,14,19,25,,,136,.431,,.612,,5.0,4.7,0.5
1998-99,22,CALIFORNIA,32,632,80,156,0,0,21,51,,162,16,26,42,36,84,181,.513,,.412,19.8,5.7,5.1,0.5
