Player,Sim,1,2,3,4
Dion Waiters,,2.1,1.6,1.1,0.9
Nelson Bobb,93.1,2.0,1.8,1.2,1.1
Dave Wohl,93.1,2.1,1.7,1.4,1.0
Ledell Eackles,90.7,2.1,2.0,1.2,1.0
John Salmons,87.9,2.1,1.7,1.4,0.6
Todd Lichti,87.7,1.8,1.3,1.2,1.0
Rex Walters,87.4,1.6,1.6,1.2,0.9
Lloyd Walton,84.7,1.9,1.1,1.1,1.1
Claude Terry,84.5,2.4,1.8,1.0,0.8
Jerry Reynolds,83.7,1.6,1.3,1.0,0.9
Mike Bratz,83.4,2.1,1.7,1.5,0.4
