Player,Sim,1,2,3,4,5,6,7
Dion Waiters,,2.1,1.6,1.1,0.9,,,
Nelson Bobb,93.1,2.0,1.8,1.2,1.1,,,
Dave Wohl,87.9,2.1,1.7,1.4,1.0,0.2,0.0,-0.2
Joe Hassett,85.8,2.0,1.6,1.4,0.9,0.5,0.0,
Todd Lichti,84.2,1.8,1.3,1.2,1.0,0.2,,
Lloyd Walton,83.4,1.9,1.1,1.1,1.1,0.1,,
Mike Davis,81.6,2.2,1.2,0.9,0.6,,,
Bo Lamar,80.2,2.5,1.5,1.0,0.5,,,
Brian Roberts,78.8,2.2,2.2,1.8,1.0,,,
Chris Douglas-Roberts,78.7,2.4,1.6,0.7,0.6,0.1,0.0,
Shelvin Mack,78.1,2.3,1.3,1.3,0.7,0.5,,
