Player,Sim,1,2,3,4,5
Jordan Hamilton,,1.6,0.8,0.3,0.2,0.1
Mike Flynn,83.4,1.7,0.8,0.3,,
Terence Stansbury,75.9,1.5,0.6,0.3,,
John Jenkins,74.5,1.7,0.9,0.2,-0.1,
Jimmer Fredette,74.5,1.1,0.8,0.3,0.2,0.0
Robert Hawkins,74.0,1.9,0.6,0.3,0.1,
MarShon Brooks,73.7,1.3,0.8,0.4,,
Mike Evans,73.6,1.6,0.9,0.1,-0.1,-0.2
Ronnie Price,73.6,1.1,0.9,0.4,0.1,0.1
Steve Alford,73.6,1.4,0.9,0.6,0.3,
Lloyd Daniels,72.9,1.8,1.1,0.2,0.1,0.0
