Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Career,,,NBA,,575,464,16656,2869,5529,.519,259,712,.364,2610,4817,.542,.542,829,1102,.752,1356,2876,4232,363,256,1383,730,1618,6826
7 seasons,,OKC,NBA,,524,413,15099,2558,4888,.523,182,512,.355,2376,4376,.543,.542,756,1015,.745,1267,2608,3875,309,224,1300,671,1491,6054
1 season,,ORL,NBA,,51,51,1557,311,641,.485,77,200,.385,234,441,.531,.545,73,87,.839,89,268,357,54,32,83,59,127,772
