Season,Team,Lg,Salary
2009-10,Oklahoma City Thunder,NBA,"$1,120,200"
2010-11,Oklahoma City Thunder,NBA,"$1,204,200"
2011-12,Oklahoma City Thunder,NBA,"$1,288,200"
2012-13,Oklahoma City Thunder,NBA,"$2,253,062"
2013-14,Oklahoma City Thunder,NBA,"$12,250,000"
2014-15,Oklahoma City Thunder,NBA,"$12,350,000"
2015-16,Oklahoma City Thunder,NBA,"$12,350,000"
