Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2003-04,25,MEM,NBA,SF,4,0,69,6,15,.400,3,7,.429,3,8,.375,.500,4,6,.667,6,6,12,1,0,1,4,17,19
2004-05,26,MEM,NBA,SG,4,4,119,13,31,.419,1,7,.143,12,24,.500,.435,2,5,.400,10,17,27,6,2,4,4,14,29
2005-06,27,MEM,NBA,SF,4,4,129,10,20,.500,2,7,.286,8,13,.615,.550,2,6,.333,7,16,23,2,4,2,8,16,24
2006-07,28,HOU,NBA,SF,7,7,272,23,51,.451,19,43,.442,4,8,.500,.637,7,8,.875,3,15,18,15,12,7,8,20,72
2007-08,29,HOU,NBA,SF,6,6,246,20,45,.444,12,25,.480,8,20,.400,.578,8,11,.727,7,16,23,3,6,5,8,19,60
2008-09,30,HOU,NBA,SG,13,13,496,33,81,.407,17,54,.315,16,27,.593,.512,22,23,.957,21,43,64,31,14,9,15,33,105
2010-11,32,MEM,NBA,SF,13,0,339,29,66,.439,8,29,.276,21,37,.568,.500,6,9,.667,17,35,52,15,7,6,6,27,72
2011-12,33,MIA,NBA,SF,23,16,768,53,140,.379,42,110,.382,11,30,.367,.529,13,16,.813,15,59,74,27,22,14,16,69,161
2012-13,34,MIA,NBA,SF,22,0,392,27,93,.290,26,88,.295,1,5,.200,.430,23,28,.821,9,29,38,12,5,6,5,49,103
2013-14,35,MIA,NBA,SF,16,6,202,12,26,.462,9,20,.450,3,6,.500,.635,4,5,.800,1,9,10,5,5,1,5,23,37
