Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2003-04,25,MEM,NBA,SF,4,69,.400,14.1,.533,.200,.200,.067,.067,.467,.375,.333,.333,1.000,.000,.429,.333,.000,0,1.000,1.000,.429,0,0
2004-05,26,MEM,NBA,SG,4,119,.419,9.4,.774,.419,.129,.129,.097,.226,.500,.615,.500,.250,.333,.143,.500,.000,0,1.000,.571,.250,0,0
2005-06,27,MEM,NBA,SF,4,129,.500,13.4,.650,.250,.150,.100,.150,.350,.615,.600,1.000,.500,.333,.286,.250,.000,0,1.000,.857,.333,0,0
2006-07,28,HOU,NBA,SF,7,272,.451,21.0,.157,.078,.039,.039,.000,.843,.500,.250,1.000,.500,,.442,.250,.000,0,.947,.605,.462,0,0
2007-08,29,HOU,NBA,SF,6,246,.444,17.0,.444,.178,.178,.022,.067,.556,.400,.625,.250,.000,.333,.480,.625,.044,2,.917,.480,.583,1,0
2008-09,30,HOU,NBA,SG,13,496,.407,18.0,.333,.210,.037,.037,.049,.667,.593,.706,.000,.333,.750,.315,.500,.012,1,1.000,.481,.308,0,0
2010-11,32,MEM,NBA,SF,13,339,.439,14.5,.561,.227,.258,.061,.015,.439,.568,.600,.529,.500,1.000,.276,.429,.000,0,1.000,.552,.250,2,0
2011-12,33,MIA,NBA,SF,23,768,.379,20.4,.214,.064,.107,.029,.014,.786,.367,.111,.467,.250,1.000,.382,.636,.000,0,1.000,.518,.316,0,0
2012-13,34,MIA,NBA,SF,22,392,.290,23.4,.054,.011,.032,.011,.000,.946,.200,1.000,.000,.000,,.295,1.000,.000,0,1.000,.568,.340,0,0
2013-14,35,MIA,NBA,SF,16,202,.462,20.5,.231,.115,.038,.077,.000,.769,.500,.667,.000,.500,,.450,.333,.000,0,1.000,.400,.750,0,0
