Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
Career,,,NBA,,112,3032,.398,18.7,.313,.137,.104,.042,.030,.687,.489,.551,.441,.375,.529,.356,.471,.005,3,.986,.544,.368,3,0
3 seasons,,MIA,NBA,,61,1362,.355,21.5,.158,.050,.073,.027,.008,.842,.366,.308,.368,.286,1.000,.353,.600,.000,0,1.000,.528,.357,0,0
3 seasons,,HOU,NBA,,26,1014,.429,18.6,.311,.164,.073,.034,.040,.689,.509,.621,.308,.333,.571,.393,.500,.017,3,.958,.525,.422,1,0
4 seasons,,MEM,NBA,,25,656,.439,13.1,.621,.273,.205,.083,.061,.379,.537,.583,.556,.455,.375,.280,.409,.000,0,1.000,.660,.303,2,0
