Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
Career,,,NBA,,977,30004,.437,15.5,.523,.218,.127,.085,.093,.477,.486,.587,.416,.402,.420,.384,.574,.016,96,.971,.517,.419,12,0
6 seasons,,MEM,NBA,,419,13339,.454,12.8,.688,.288,.133,.120,.147,.312,.487,.589,.408,.411,.421,.379,.590,.029,89,.960,.555,.414,7,0
5 seasons,,HOU,NBA,,348,11912,.429,17.3,.402,.166,.134,.056,.046,.598,.490,.585,.437,.386,.435,.388,.518,.003,5,.974,.479,.421,5,0
3 seasons,,MIA,NBA,,210,4753,.398,20.1,.237,.098,.085,.036,.018,.763,.450,.582,.367,.364,.294,.382,.667,.003,2,.982,.542,.424,0,0
