Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
Career,,,NBA,,902,354,21343,6.5,14.9,.436,2.3,6.8,.334,4.2,8.1,.522,2.4,3.2,.741,2.5,7.4,9.9,3.9,1.7,1.0,2.7,5.5,17.7,,107,106
4 seasons,,LAC,NBA,,257,127,6788,6.7,14.8,.450,2.6,7.5,.347,4.1,7.3,.555,2.0,2.7,.744,2.1,6.3,8.4,3.1,1.8,1.1,2.3,5.5,18.0,,109,105
2 seasons,,GSW,NBA,,149,41,3227,6.9,16.1,.432,2.4,7.1,.338,4.6,9.0,.506,2.2,3.0,.738,2.8,7.3,10.1,4.4,1.8,1.2,2.9,5.2,18.5,,106,107
2 seasons,,LAL,NBA,,116,16,2460,6.6,14.3,.459,1.7,5.3,.327,4.9,9.1,.537,3.3,4.4,.756,3.7,8.7,12.3,4.2,1.6,1.5,2.8,6.0,18.2,,112,103
2 seasons,,SAC,NBA,,90,22,1868,5.0,13.0,.381,1.7,5.5,.305,3.3,7.5,.436,2.0,3.0,.658,2.5,7.4,9.9,5.0,1.6,0.5,3.1,5.5,13.6,,96,110
1 season,,ORL,NBA,,81,58,2097,6.7,13.9,.487,1.6,5.1,.319,5.1,8.7,.586,2.7,3.6,.740,2.6,8.4,11.1,3.3,1.5,0.7,2.8,4.6,17.8,,111,103
1 season,,PHO,NBA,,77,40,2082,6.8,16.2,.423,2.8,8.2,.343,4.0,8.0,.505,2.4,3.3,.743,1.9,8.2,10.1,5.1,1.2,0.6,3.1,5.0,18.9,,107,111
1 season,,MEM,NBA,,76,45,2190,6.2,16.3,.381,2.8,8.7,.322,3.4,7.6,.449,2.6,3.2,.804,2.0,7.9,9.9,3.8,1.8,1.3,2.8,5.5,17.8,,99,107
1 season,,PHI,NBA,,50,0,538,5.7,10.6,.536,0.2,1.1,.182,5.5,9.5,.576,2.8,4.1,.674,3.9,5.4,9.3,2.1,1.5,0.7,2.3,8.9,14.3,,112,109
1 season,,NYK,NBA,,6,5,93,6.3,17.1,.367,0.6,2.3,.250,5.7,14.8,.385,1.7,2.3,.750,4.0,9.7,13.6,3.4,2.3,0.0,3.4,4.5,14.8,,88,108
