Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2003-04,23,LAC,NBA,SF,38,724,.457,6.4,.906,.514,.246,.043,.101,.094,.488,.507,.441,.167,.643,.154,.557,.029,4,1.000,.615,.250,0,0
2004-05,24,SAC,NBA,SF,43,715,.411,10.8,.854,.311,.252,.040,.252,.146,.442,.553,.395,.333,.368,.227,.702,.040,5,.800,.364,.125,1,0
2005-06,25,TOT,NBA,PF-SF,56,631,.500,7.8,.893,.493,.193,.043,.164,.107,.536,.609,.444,.500,.435,.200,.701,.064,9,1.000,.733,.182,0,0
2005-06,25,NYK,NBA,SF,6,93,.367,10.3,.867,.367,.200,.067,.233,.133,.385,.636,.333,.000,.143,.250,.700,.067,2,1.000,1.000,.250,0,0
2005-06,25,PHI,NBA,PF,50,538,.536,7.1,.900,.527,.191,.036,.145,.100,.576,.603,.476,.750,.563,.182,.702,.064,7,1.000,.636,.143,0,0
2006-07,26,GSW,NBA,PF,76,1813,.438,14.6,.538,.256,.175,.025,.081,.462,.500,.671,.345,.250,.373,.366,.698,.041,24,.972,.334,.351,0,0
2007-08,27,GSW,NBA,PF,73,1414,.423,14.1,.590,.303,.140,.032,.115,.410,.513,.642,.371,.286,.412,.293,.612,.054,20,.962,.331,.400,2,0
2008-09,28,PHO,NBA,PF,77,2082,.423,15.8,.494,.234,.129,.053,.077,.506,.505,.639,.460,.278,.327,.343,.565,.034,20,.923,.346,.339,2,0
2009-10,29,ORL,NBA,SF,81,2097,.487,11.6,.628,.452,.088,.023,.065,.372,.586,.623,.531,.231,.528,.319,.683,.043,22,.924,.483,.320,4,0
2010-11,30,LAL,NBA,SF,53,1020,.470,12.7,.616,.387,.151,.018,.061,.384,.564,.676,.381,.200,.412,.318,.722,.043,10,.853,.439,.383,2,0
2011-12,31,LAL,NBA,SF,63,1440,.452,12.4,.643,.382,.160,.034,.067,.357,.518,.615,.355,.462,.385,.333,.744,.062,23,.978,.471,.354,2,0
2012-13,32,LAC,NBA,SF,80,2058,.462,14.6,.519,.321,.113,.022,.062,.481,.574,.673,.434,.333,.405,.342,.751,.065,43,.937,.434,.348,0,0
2013-14,33,LAC,NBA,SF,63,1735,.438,16.1,.463,.262,.120,.009,.072,.537,.549,.681,.444,.400,.263,.343,.754,.042,21,.969,.375,.330,1,0
2014-15,34,LAC,NBA,SF,76,2271,.444,16.4,.397,.253,.096,.014,.030,.603,.569,.684,.333,.444,.474,.362,.723,.032,18,.985,.468,.375,0,0
2015-16,35,MEM,NBA,SF,76,2190,.381,15.4,.466,.270,.107,.029,.061,.534,.449,.561,.311,.400,.214,.322,.634,.013,8,.941,.284,.305,3,0
2016-17,36,SAC,NBA,SF,46,1114,.368,16.9,.448,.216,.114,.029,.092,.552,.426,.515,.361,.111,.379,.322,.700,.013,3,.857,.236,.317,1,0
