Player,Sim,1,2,3
Archie Goodwin,,0.2,0.2,0.1
Randy Woods,81.9,0.3,0.2,0.1
Anthony Roberson,81.9,0.2,0.2,0.1
Morlon Wiley,81.6,0.2,0.1,0.1
Mike Price,78.0,0.2,0.2,0.1
Drew Barry,66.7,0.3,0.2,0.1
Jeff McInnis,63.4,0.3,0.2,0.1
Jannero Pargo,60.7,0.2,0.1,0.1
Julyan Stone,60.2,0.4,0.2,0.1
Lance Blanks,60.0,0.4,0.2,0.1
Xavier Henry,59.2,0.2,0.2,0.0
