Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2013-14,19,PHO,NBA,SG,52,0,533,5.1,11.3,.455,0.3,2.4,.139,4.8,8.8,.542,2.5,3.7,.673,1.7,4.2,5.9,1.4,1.4,0.7,3.0,3.0,13.1
2014-15,20,PHO,NBA,SG,41,2,535,5.3,13.5,.393,0.8,2.8,.293,4.5,10.8,.419,4.1,5.6,.735,1.8,3.2,5.0,3.0,1.2,0.6,3.2,3.7,15.5
2015-16,21,PHO,NBA,PG,57,13,1114,5.7,13.6,.417,0.7,3.2,.232,4.9,10.4,.474,4.2,6.2,.674,0.9,3.7,4.6,3.8,0.9,0.4,3.2,2.7,16.3
2016-17,22,NOP,NBA,SG,3,0,30,2.4,6.0,.400,1.2,2.4,.500,1.2,3.6,.333,12.0,12.0,1.000,0.0,0.0,0.0,1.2,0.0,1.2,0.0,1.2,18.0
