Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
2002-03,28,DET,NBA,C,1,1,24:00,1,2,.500,0,0,,0,2,.000,4,6,0,2,2,2,1,2
2003-04,29,DET,NBA,C,1,1,22:00,2,5,.400,0,1,.000,0,0,,2,7,0,3,1,0,0,4
2004-05,30,DET,NBA,C,1,0,15:00,3,7,.429,0,0,,0,0,,4,7,0,0,0,2,2,6
2005-06,31,DET,NBA,C,1,0,24:18,0,1,.000,0,0,,0,2,.000,0,8,2,3,2,0,3,0
