Box Plus/Minus
2001-02 NBA 5.9 (7th)
2002-03 NBA 5.1 (10th)
2003-04 NBA 5.1 (9th)
2005-06 NBA 5.8 (9th)
2006-07 NBA 5.7 (7th)
Career NBA 3.9 (35th)
Career 3.9 (36th)
