Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1996-97,22,WSB,NBA,PF,34,0,197,2.9,8.4,.348,0.0,0.0,,2.9,8.4,.348,1.1,3.7,.300,4.6,6.0,10.6,0.4,1.5,2.0,3.3,4.9,6.9
1997-98,23,WAS,NBA,C,67,16,1124,2.7,5.3,.518,0.0,0.0,,2.7,5.3,.518,1.1,3.1,.357,3.6,6.8,10.4,0.6,2.0,2.3,0.9,3.7,6.6
1998-99,24,WAS,NBA,C,46,16,1231,3.4,5.8,.578,0.0,0.0,,3.4,5.8,.578,1.4,3.9,.356,4.0,7.2,11.2,0.5,1.5,2.6,1.1,3.2,8.1
1999-00,25,ORL,NBA,PF,81,81,1959,3.1,6.1,.503,0.0,0.0,,3.1,6.1,.503,1.0,2.1,.474,3.9,8.3,12.2,1.2,1.3,2.4,1.2,3.0,7.2
2000-01,26,DET,NBA,C,80,80,2760,2.8,5.7,.490,0.0,0.1,.250,2.8,5.7,.492,1.0,3.1,.336,4.0,9.8,13.7,1.6,1.4,2.4,1.5,2.5,6.7
2001-02,27,DET,NBA,C,80,80,2921,3.1,5.9,.531,0.0,0.0,.000,3.1,5.9,.535,1.2,2.9,.423,3.9,8.9,12.8,1.4,1.7,3.4,0.9,2.2,7.5
2002-03,28,DET,NBA,C,73,73,2873,2.6,5.5,.481,0.0,0.1,.167,2.6,5.4,.485,1.1,2.4,.450,3.7,10.4,14.1,1.5,1.3,2.9,1.1,2.2,6.3
2003-04,29,DET,NBA,C,81,81,3050,3.7,8.8,.421,0.0,0.1,.125,3.7,8.7,.424,1.7,3.4,.490,3.8,8.0,11.9,1.6,1.7,2.9,1.5,1.9,9.1
2004-05,30,DET,NBA,C,74,74,2671,4.0,8.8,.453,0.0,0.1,.111,4.0,8.7,.458,1.8,4.1,.428,3.9,8.2,12.2,1.7,1.4,2.4,1.1,2.1,9.7
2005-06,31,DET,NBA,C,82,82,2890,3.0,5.8,.510,0.0,0.0,.000,3.0,5.7,.514,1.5,3.7,.416,3.7,7.7,11.5,2.0,1.8,2.3,1.1,2.0,7.4
2006-07,32,CHI,NBA,C,77,77,2697,2.6,5.7,.453,0.0,0.1,.200,2.5,5.6,.456,1.5,3.6,.408,4.0,6.9,11.0,2.5,1.5,2.1,1.3,2.0,6.6
2007-08,33,TOT,NBA,C-PF,72,72,2205,2.3,5.7,.392,0.0,0.1,.000,2.3,5.7,.397,1.2,2.8,.426,3.8,6.0,9.9,1.7,1.4,1.9,1.1,2.0,5.7
2007-08,33,CHI,NBA,C,50,50,1627,2.2,6.0,.373,0.0,0.1,.000,2.2,5.9,.378,1.2,2.8,.424,3.9,5.9,9.8,2.0,1.5,1.8,1.1,1.9,5.6
2007-08,33,CLE,NBA,PF,22,22,578,2.3,5.0,.457,0.0,0.0,,2.3,5.0,.457,1.2,2.7,.432,3.7,6.5,10.2,0.8,1.2,2.3,1.1,2.2,5.8
2008-09,34,CLE,NBA,PF,56,53,1314,1.9,4.2,.445,0.0,0.0,,1.9,4.2,.445,0.7,1.8,.422,3.7,6.2,9.9,1.2,1.3,2.1,0.9,2.2,4.5
2009-10,35,DET,NBA,C,69,67,1975,2.9,5.3,.541,0.0,0.0,.000,2.9,5.3,.545,1.2,2.9,.406,4.5,6.4,10.9,1.9,1.6,1.5,1.2,2.4,6.9
2010-11,36,DET,NBA,C,54,49,1238,1.9,4.3,.450,0.0,0.1,.500,1.9,4.3,.449,0.6,1.7,.333,3.8,6.4,10.2,2.1,1.6,1.6,1.3,2.4,4.5
2011-12,37,DET,NBA,C,62,11,980,1.2,3.2,.395,0.0,0.1,.250,1.2,3.0,.402,0.6,1.7,.340,3.0,6.9,9.9,1.6,1.7,1.9,1.2,2.2,3.1
