Season,Team,Lg,Salary
2010-11,New Orleans Hornets,NBA,"$1,073,280"
2011-12,Memphis Grizzlies,NBA,"$1,153,800"
2012-13,Memphis Grizzlies,NBA,"$1,234,320"
2013-14,Memphis Grizzlies,NBA,"$2,225,479"
2014-15,New Orleans Pelicans,NBA,"$3,146,068"
2015-16,New Orleans Pelicans,NBA,"$3,382,023"
