Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2000-01,25,SAS,NBA,PG,79,2060,36%,56%,8%,,,+5.6,-7.0,69,24,16,44,,6,,672,55,14,31
2001-02,26,SAS,NBA,SG,82,2175,9%,71%,19%,,,+7.5,+0.7,37,20,13,47,,8,,519,63,18,32
2002-03,27,POR,NBA,SG,67,872,17%,79%,4%,,,0.0,-3.8,19,9,4,25,,1,,187,24,2,12
2003-04,28,SEA,NBA,PG,71,1512,57%,40%,2%,,,+1.4,+3.3,35,18,8,31,,6,,715,62,13,18
2004-05,29,SEA,NBA,PG,75,2026,62%,35%,3%,,,+5.3,+5.4,38,30,10,30,,5,,755,100,25,30
2005-06,30,WAS,NBA,SG,80,2283,14%,84%,2%,,,+2.9,+2.0,45,23,21,45,,13,,653,121,31,26
2006-07,31,WAS,NBA,SG,80,1761,46%,54%,,,,-0.5,+0.4,32,17,20,31,,7,,667,109,32,32
2007-08,32,WAS,NBA,PG,71,2161,95%,5%,,,,+0.7,+2.5,57,15,20,30,,11,,792,89,24,22
2008-09,33,TOT,NBA,PG,74,1021,91%,9%,,,,-12.4,-10.4,32,18,12,0,,0,,407,0,9,16
2008-09,33,WAS,NBA,PG,13,288,95%,5%,,,,-12.9,-5.0,10,2,1,10,,1,,107,17,6,3
2008-09,33,NOH,NBA,PG,61,733,89%,11%,,,,-12.2,-17.2,22,16,11,10,,5,,300,27,3,13
2010-11,35,PHI,NBA,PG,4,35,56%,44%,,,,+20.5,+19.0,0,0,1,0,,0,,4,1,0,0
