Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
Career,,,NBA,,683,15906,46%,49%,5%,,,+2.3,0.0,364,174,125,283,0,57,0,5371,624,168,219
4 seasons,,WAS,NBA,,244,6493,54%,46%,1%,,,+0.5,+1.5,144,57,62,116,0,32,0,2219,336,93,83
2 seasons,,SAS,NBA,,161,4235,22%,64%,14%,,,+6.5,-3.1,106,44,29,91,0,14,0,1191,118,32,63
2 seasons,,SEA,NBA,,146,3538,60%,37%,3%,,,+3.7,+4.5,73,48,18,61,0,11,0,1470,162,38,48
1 season,,POR,NBA,,67,872,17%,79%,4%,,,0.0,-3.8,19,9,4,25,0,1,0,187,24,2,12
1 season,,NOH,NBA,,61,733,89%,11%,,,,-12.2,-17.2,22,16,11,10,0,5,0,300,27,3,13
1 season,,PHI,NBA,,4,35,56%,44%,,,,+20.5,+19.0,0,0,1,0,0,0,0,4,1,0,0
