Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1998-99,23,SAS,NBA,PG,15,0,106,9,21,.429,4,6,.667,5,15,.333,.524,5,6,.833,1,9,10,16,4,0,10,7,27
1999-00,24,SAS,NBA,SG,4,0,82,9,23,.391,2,8,.250,7,15,.467,.435,9,13,.692,2,8,10,6,7,0,6,5,29
2000-01,25,SAS,NBA,PG,13,8,406,63,131,.481,17,46,.370,46,85,.541,.546,33,35,.943,4,22,26,38,7,1,13,22,176
2001-02,26,SAS,NBA,SG,10,0,224,35,77,.455,6,16,.375,29,61,.475,.494,19,22,.864,3,24,27,15,7,3,5,13,95
2002-03,27,POR,NBA,SG,6,1,98,9,19,.474,3,5,.600,6,14,.429,.553,1,2,.500,3,5,8,12,1,1,2,5,22
2004-05,29,SEA,NBA,PG,11,3,331,44,94,.468,4,14,.286,40,80,.500,.489,60,70,.857,4,27,31,49,11,0,11,13,152
2005-06,30,WAS,NBA,SG,6,0,216,28,52,.538,3,11,.273,25,41,.610,.567,20,22,.909,2,15,17,20,3,1,10,4,79
2006-07,31,WAS,NBA,SG,4,4,176,17,38,.447,1,5,.200,16,33,.485,.461,18,21,.857,2,16,18,47,5,1,7,4,53
2007-08,32,WAS,NBA,PG,6,4,154,14,31,.452,1,4,.250,13,27,.481,.468,15,17,.882,1,13,14,18,2,2,7,6,44
2008-09,33,NOH,NBA,PG,5,0,64,2,13,.154,1,4,.250,1,9,.111,.192,9,11,.818,1,2,3,9,2,1,5,1,14
