Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2002-03,23,LAL,NBA,PG,34,342,100%,,,,,-0.5,-3.2,17,4,2,17,,0,,88,1,0,4
2003-04,24,TOT,NBA,PG,31,479,100%,,,,,-6.8,-4.9,31,12,4,0,,0,,155,0,4,7
2003-04,24,LAL,NBA,PG,13,63,100%,,,,,-15.0,-19.2,5,6,1,2,,0,,25,0,0,0
2003-04,24,TOR,NBA,PG,5,71,100%,,,,,-10.7,-7.5,4,0,1,2,,0,,26,0,0,1
2003-04,24,CHI,NBA,PG,13,345,100%,,,,,-4.5,+2.7,22,6,2,13,,1,,104,9,4,6
2004-05,25,CHI,NBA,PG,32,453,100%,,,,,-0.4,-1.9,31,9,5,22,,2,,174,7,1,13
2005-06,26,CHI,NBA,PG,57,646,100%,,,,,+0.5,-0.5,41,8,12,29,,7,,209,6,1,9
2006-07,27,NOK,NBA,PG,82,1710,72%,28%,,,,-2.8,-2.0,64,27,31,59,,8,,451,40,9,34
2007-08,28,NOH,NBA,SG,80,1497,49%,51%,,,,+2.8,-5.2,43,28,22,46,,8,,442,21,3,35
2009-10,30,CHI,NBA,PG,63,829,100%,,,,,-4.9,-4.2,26,11,13,31,,2,,198,16,4,14
2011-12,32,ATL,NBA,PG,50,671,100%,,,,,+4.1,+0.4,32,12,5,26,,4,,226,4,1,9
2012-13,33,TOT,NBA,PG,32,507,83%,17%,,,,-9.5,-5.6,26,9,6,0,,0,0,152,0,1,7
2012-13,33,WAS,NBA,PG,7,102,100%,,,,,-5.1,-2.2,6,1,1,3,,1,0,30,1,0,3
2012-13,33,ATL,NBA,PG,7,113,100%,,,,,-3.4,-4.0,4,1,0,4,,0,0,44,0,0,1
2012-13,33,CHA,NBA,PG,18,292,71%,29%,,,,-13.3,-3.5,16,7,5,8,,2,2,78,4,1,3
2013-14,34,CHA,NBA,PG,29,242,99%,1%,,,,-12.1,-12.7,18,6,2,5,2,0,1,127,3,0,4
2014-15,35,CHO,NBA,PG,9,73,27%,71%,2%,,,-1.4,+2.1,2,1,0,2,0,0,0,19,0,0,1
