Steal Pct
1996-97 NBA 3.4 (4th)
1997-98 NBA 3.4 (4th)
1998-99 NBA 3.5 (7th)
2000-01 NBA 3.2 (3rd)
2001-02 NBA 2.9 (9th)
2002-03 NBA 3.3 (3rd)
Career NBA 3.1 (15th)
Career 3.1 (19th)
