Block Pct
2000-01 NBA 6.2 (4th)
2001-02 NBA 4.4 (9th)
2003-04 NBA 5.5 (8th)
2005-06 NBA 4.7 (8th)
2006-07 NBA 5.6 (7th)
2008-09 NBA 5.3 (5th)
Career NBA 5.0 (16th)
Career 5.0 (16th)
