Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1996-97,18,POR,NBA,PF,2,0,4,0,2,.000,0,1,.000,0,1,.000,.000,0,2,.000,0,1,1,0,0,1,0,0,0
1997-98,19,POR,NBA,PF,1,0,3,0,3,.000,0,1,.000,0,2,.000,.000,0,0,,1,0,1,0,0,2,0,1,0
1998-99,20,POR,NBA,PF,9,0,55,4,10,.400,0,0,,4,10,.400,.400,6,12,.500,8,9,17,1,0,3,2,11,14
1999-00,21,POR,NBA,C,8,0,38,3,11,.273,0,0,,3,11,.273,.273,6,9,.667,2,5,7,1,0,3,0,9,12
2000-01,22,IND,NBA,C,4,4,157,17,39,.436,0,1,.000,17,38,.447,.436,5,10,.500,12,38,50,7,0,10,7,13,39
2001-02,23,IND,NBA,PF,5,5,192,34,76,.447,0,1,.000,34,75,.453,.447,18,24,.750,6,32,38,5,4,8,14,24,86
2002-03,24,IND,NBA,PF,6,6,272,43,92,.467,0,3,.000,43,89,.483,.467,51,65,.785,24,81,105,4,3,18,18,22,137
2003-04,25,IND,NBA,PF,16,16,604,115,272,.423,0,4,.000,115,268,.429,.423,77,110,.700,29,117,146,19,8,36,29,53,307
2004-05,26,IND,NBA,PF,13,13,476,77,211,.365,0,3,.000,77,208,.370,.365,54,72,.750,21,83,104,29,7,34,36,48,208
2005-06,27,IND,NBA,PF,6,6,216,44,84,.524,0,2,.000,44,82,.537,.524,38,53,.717,9,36,45,10,3,14,26,28,126
2008-09,30,MIA,NBA,C,6,5,162,28,51,.549,0,0,,28,51,.549,.549,24,32,.750,7,20,27,9,3,9,10,18,80
2009-10,31,MIA,NBA,C,5,5,117,9,44,.205,0,0,,9,44,.205,.205,3,7,.429,10,18,28,5,4,10,7,13,21
2010-11,32,BOS,NBA,C,9,9,197,21,43,.488,0,0,,21,43,.488,.488,10,11,.909,15,23,38,8,2,16,8,34,52
2013-14,35,GSW,NBA,PF,7,3,84,18,32,.563,0,0,,18,32,.563,.563,6,8,.750,12,12,24,1,1,3,4,12,42
