Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2000-01,22,IND,NBA,C,81,2641,.465,6.2,.994,.378,.382,.164,.070,.006,.468,.652,.328,.380,.443,.000,.599,.116,92,,.200,.000,0,0
2001-02,23,IND,NBA,PF,72,2707,.479,7.7,.988,.271,.407,.222,.087,.012,.484,.694,.434,.377,.343,.071,.664,.115,121,1.000,.286,.000,2,0
2002-03,24,IND,NBA,PF,77,2864,.484,7.9,.983,.268,.398,.212,.106,.017,.487,.698,.449,.341,.383,.333,.648,.098,118,.429,.333,.143,0,0
2003-04,25,IND,NBA,PF,78,2788,.434,9.3,.987,.232,.312,.273,.170,.013,.438,.591,.382,.414,.374,.111,.706,.069,89,1.000,.278,.200,2,0
2004-05,26,IND,NBA,PF,44,1530,.452,9.0,.993,.249,.297,.283,.163,.007,.454,.568,.457,.434,.309,.167,.600,.056,46,1.000,.000,,0,0
2005-06,27,IND,NBA,PF,51,1802,.472,8.7,.988,.287,.277,.267,.157,.012,.474,.654,.439,.381,.365,.300,.647,.087,66,.667,.400,.500,0,0
2006-07,28,IND,NBA,C,69,2459,.436,9.2,.994,.265,.276,.262,.191,.006,.439,.560,.444,.365,.367,.000,.602,.055,55,,.143,.000,2,0
2007-08,29,IND,NBA,C,42,1206,.439,9.5,.990,.229,.281,.305,.176,.010,.444,.641,.403,.404,.322,.000,.587,.057,28,,.000,,0,0
2008-09,30,TOT,NBA,C,68,2027,.474,8.5,.999,.290,.281,.275,.153,.001,.475,.628,.472,.354,.407,.000,.581,.077,50,,.000,,1,0
2008-09,30,TOR,NBA,C,41,1216,.473,8.8,.998,.282,.286,.252,.178,.002,.474,.641,.474,.342,.398,.000,.573,.065,25,,.000,,1,0
2008-09,30,MIA,NBA,C,27,811,.475,8.1,1.000,.302,.272,.311,.115,.000,.475,.609,.470,.368,.429,,.593,.095,25,,,,0,0
2009-10,31,MIA,NBA,C,70,1991,.529,9.3,.997,.281,.203,.323,.191,.003,.530,.679,.510,.440,.486,.000,.541,.091,66,,.000,,0,0
2010-11,32,BOS,NBA,C,24,431,.459,7.6,.991,.394,.220,.257,.119,.009,.463,.674,.250,.393,.308,.000,.840,.101,11,,.000,,0,0
2011-12,33,BOS,NBA,C,25,570,.433,7.2,1.000,.417,.200,.317,.067,.000,.433,.660,.208,.263,.500,,.827,.175,19,,,,0,0
2012-13,34,PHO,NBA,C,55,1029,.482,7.5,1.000,.323,.364,.213,.100,.000,.482,.675,.430,.342,.351,,.520,.078,27,,,,0,0
2013-14,35,GSW,NBA,PF,44,883,.504,5.8,1.000,.379,.448,.133,.040,.000,.504,.691,.387,.424,.300,,.592,.113,28,,,,0,0
