Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Career,,,NBA,,97,72,2577,413,970,.426,0,16,.000,413,954,.433,.426,298,415,.718,156,475,631,99,35,167,161,286,1124
6 seasons,,IND,NBA,,50,50,1917,330,774,.426,0,14,.000,330,760,.434,.426,243,334,.728,101,387,488,74,25,120,130,188,903
4 seasons,,POR,NBA,,20,0,100,7,26,.269,0,2,.000,7,24,.292,.269,12,23,.522,11,15,26,2,0,9,2,21,26
2 seasons,,MIA,NBA,,11,10,279,37,95,.389,0,0,,37,95,.389,.389,27,39,.692,17,38,55,14,7,19,17,31,101
1 season,,BOS,NBA,,9,9,197,21,43,.488,0,0,,21,43,.488,.488,10,11,.909,15,23,38,8,2,16,8,34,52
1 season,,GSW,NBA,,7,3,84,18,32,.563,0,0,,18,32,.563,.563,6,8,.750,12,12,24,1,1,3,4,12,42
