Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
Career,,,NBA,,858,27398,,27%,53%,17%,3%,+0.2,+0.9,1041,645,455,658,0,156,0,5824,938,254,692
4 seasons,,GSW,NBA,,179,6787,,1%,54%,42%,3%,+1.0,+3.8,281,180,93,212,0,29,0,2013,355,61,171
4 seasons,,SAS,NBA,,179,4056,,35%,51%,13%,1%,+5.0,-2.8,150,84,79,167,0,31,0,694,138,33,84
3 seasons,,IND,NBA,,169,5902,,40%,57%,2%,,+1.2,-0.7,166,140,101,187,0,56,0,1042,300,63,164
2 seasons,,CHA,NBA,,139,5234,,59%,20%,10%,11%,-1.4,-0.1,224,117,101,117,0,45,0,1084,281,60,176
1 season,,ATL,NBA,,80,2940,,2%,84%,14%,,-3.8,+3.8,123,68,32,96,0,15,0,522,124,24,51
1 season,,NJN,NBA,,77,1660,,8%,84%,8%,,-5.1,+1.0,55,41,34,70,0,16,0,286,59,8,36
1 season,,MIL,NBA,,26,712,,39%,59%,2%,,-4.5,-6.1,39,14,13,26,0,8,0,171,27,5,10
1 season,,LAC,NBA,,9,107,,,38%,53%,9%,+10.4,+3.4,3,1,2,2,0,0,0,12,0,0,0
