Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
Career,,,NBA,,858,27398,.414,14.5,.661,.274,.100,.083,.204,.339,.456,.581,.362,.341,.382,.333,.449,.025,252,.838,.229,.374,30,0
4 seasons,,GSW,NBA,,179,6787,.416,15.1,.642,.248,.119,.073,.202,.358,.454,.600,.350,.316,.388,.348,.310,.017,46,.775,.129,.481,7,0
4 seasons,,SAS,NBA,,179,4056,.413,14.4,.594,.313,.085,.055,.141,.406,.491,.589,.398,.364,.378,.299,.542,.052,63,.852,.327,.324,6,0
3 seasons,,IND,NBA,,169,5902,.410,14.5,.682,.246,.116,.105,.215,.318,.441,.568,.372,.359,.374,.342,.458,.023,49,.870,.270,.369,6,0
2 seasons,,CHA,NBA,,139,5234,.418,14.0,.696,.304,.085,.075,.233,.304,.453,.551,.352,.383,.385,.336,.455,.019,41,.820,.192,.431,7,0
1 season,,ATL,NBA,,80,2940,.425,14.0,.661,.288,.076,.112,.186,.339,.469,.617,.354,.319,.376,.340,.517,.038,46,.903,.314,.351,0,0
1 season,,NJN,NBA,,77,1660,.425,13.6,.729,.308,.080,.084,.257,.271,.458,.591,.239,.292,.422,.335,.623,.014,6,.981,.329,.294,3,0
1 season,,MIL,NBA,,26,712,.357,15.9,.603,.213,.114,.085,.191,.397,.409,.534,.516,.217,.288,.278,.537,.004,1,.800,.139,.200,1,0
1 season,,LAC,NBA,,9,107,.231,14.9,.462,.192,.115,.000,.154,.538,.417,.400,.667,,.250,.071,.400,.000,0,1.000,.286,.000,0,0
