Player,Sim,1,2,3,4
Greg Stiemsma,,2.7,1.7,1.5,0.1
Festus Ezeli,97.0,2.7,1.7,1.5,
Michael Doleac,84.3,3.0,2.2,1.5,0.3
Tom LaGarde,83.7,2.7,2.2,1.7,0.4
Marc Jackson,82.6,2.6,2.0,1.3,0.6
Vitaly Potapenko,82.3,2.5,2.2,1.5,0.5
Hub Reed,81.9,2.8,1.7,1.3,1.0
Reggie Harding,79.1,3.1,2.6,1.6,0.0
Jeff Withey,78.4,2.3,1.8,0.8,
Jim McIlvaine,78.2,3.0,1.9,1.8,0.8
Danny Schayes,77.4,2.8,2.0,1.7,1.2
