Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
Career,,,NBA,,139,1585,,,,1%,99%,-3.4,-2.3,25,21,65,145,0,34,0,88,46,7,38
2 seasons,,TOR,NBA,,111,1337,,,,2%,98%,-6.0,-4.2,20,19,55,127,0,31,0,67,35,6,30
1 season,,UTA,NBA,,28,248,,,,,100%,+10.5,+7.7,5,2,10,18,0,3,0,21,11,1,8
