Player,Sim,1,2,3,4
Sundiata Gaines,,1.0,0.5,-0.1,
Stan Pietkiewicz,95.5,1.0,0.6,0.0,
Tarence Kinsey,84.9,0.9,0.6,0.0,
Tony Bennett,81.8,0.9,0.7,0.0,
Eddie Hughes,80.9,1.0,0.4,0.0,
Bryan Warrick,80.6,1.0,0.5,0.1,0.0
Phil Rollins,74.7,1.1,0.7,0.1,
Justin Holiday,74.2,1.3,0.6,-0.1,
Charlie Davis,73.6,0.8,0.7,-0.1,
Nate Hawthorne,72.7,1.1,0.5,0.1,
LaBradford Smith,72.7,0.8,0.8,-0.1,
