Player,Sim,1,2,3,4,5,6
Orlando Johnson,,1.5,0.1,-0.2,,,
Seth Curry,81.5,1.4,0.0,0.0,,,
Bernard Robinson,64.7,1.7,0.3,0.1,,,
Greg Grant,64.1,1.4,0.2,0.0,0.0,0.0,-0.1
Bobby Wilson,62.9,1.6,0.2,0.0,-0.1,,
Ray Corley,62.9,1.2,0.0,-0.4,,,
Stan Noszka,61.7,1.8,0.4,-0.2,,,
John Kuester,61.0,1.9,0.1,0.0,,,
Charles Smith,59.4,1.1,0.0,-0.2,,,
Cliff Barker,58.4,2.2,0.1,-0.2,,,
Bobby Washington,56.2,1.5,0.7,0.0,,,
