Weekly Awards
"Nov 4, 2012 Player of the Week"
"Jan 6, 2013 Player of the Week"
"Mar 24, 2013 Player of the Week"
"Mar 3, 2014 Player of the Week"
"Mar 10, 2014 Player of the Week"
"Dec 15, 2014 Player of the Week"
"Dec 29, 2014 Player of the Week"
"Apr 6, 2015 Player of the Week"
"Nov 9, 2015 Player of the Week"
"Nov 14, 2016 Player of the Week"
"Dec 19, 2016 Player of the Week"
"Jan 2, 2017 Player of the Week"
