Season,Team,Lg,Salary
2009-10,Oklahoma City Thunder,NBA,"$4,054,160"
2010-11,Oklahoma City Thunder,NBA,"$4,304,520"
2011-12,Oklahoma City Thunder,NBA,"$4,604,760"
2012-13,Houston Rockets,NBA,"$5,820,417"
2013-14,Houston Rockets,NBA,"$13,701,250"
2014-15,Houston Rockets,NBA,"$14,728,844"
2015-16,Houston Rockets,NBA,"$15,756,438"
