Free Throws
2011-12 NBA 312 (8th)
2012-13 NBA 674 (2nd)
2013-14 NBA 576 (2nd)
2014-15 NBA 715 (1st)
2015-16 NBA 720 (1st)
2016-17 NBA 495 (1st)
Career NBA 3975 (72nd)
Career 3975 (78th)
