Win Shares Per 48 Minutes
2011-12 NBA .230 (4th)
2012-13 NBA .206 (6th)
2013-14 NBA .221 (6th)
2014-15 NBA .265 (4th)
2016-17 NBA .252 (4th)
Active .211 (4th)
Career NBA .211 (13th)
Career .211 (13th)
