Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
Career,,,TOT,,4,2,97,28,50,.560,19,38,.500,0,0,,4,19,19,3,0,9,3,75
,,,NBA,,4,2,97,28,50,.560,19,38,.500,0,0,,4,19,19,3,0,9,3,75
,,,,,0,0,,,,,,,,,,,,,,,,,,
