Player,Sim,1,2,3,4
Lazar Hayward,,0.3,0.1,-0.1,
Scooter McCray,49.4,0.3,0.1,0.0,
Pops Mensah-Bonsu,42.2,0.3,0.0,0.0,0.0
Andre Brown,38.8,0.4,0.0,-0.1,
Eddie Mast,33.7,0.4,0.1,-0.2,
Bob Bigelow,32.5,0.4,0.0,0.0,0.0
Devin Ebanks,31.6,0.4,0.3,-0.1,
William Franklin,31.3,0.3,0.1,-0.2,
Easy Parham,25.7,0.3,0.1,0.0,
DeWayne Scales,25.1,0.3,0.0,-0.1,
Ken Durrett,13.4,0.5,0.1,0.0,0.0
