Season,Team,Lg,Salary
2006-07,Utah Jazz,NBA,"$625,000"
2007-08,Utah Jazz,NBA,"$687,456"
2008-09,Utah Jazz,NBA,"$797,581"
2009-10,Utah Jazz,NBA,"$7,692,932"
2010-11,Utah Jazz,NBA,"$7,600,000"
2011-12,Utah Jazz,NBA,"$8,103,435"
2012-13,Utah Jazz,NBA,"$8,603,633"
2013-14,Atlanta Hawks,NBA,"$9,500,000"
2014-15,Atlanta Hawks,NBA,"$9,500,000"
2015-16,Atlanta Hawks,NBA,"$19,000,000"
