Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2006-07,21,UTA,NBA,PF,82,1472,,,9%,89%,2%,+6.1,+4.5,29,20,45,117,,24,,128,90,18,63
2007-08,22,UTA,NBA,PF,82,1702,,,1%,96%,3%,+7.0,-0.8,28,24,35,155,,22,,185,105,30,65
2008-09,23,UTA,NBA,PF,76,2290,,,,86%,14%,+6.0,+7.5,43,37,49,159,,27,,293,156,34,70
2009-10,24,UTA,NBA,PF,82,2277,,,1%,94%,5%,+7.7,+5.0,44,27,45,172,,23,,287,122,33,69
2010-11,25,UTA,NBA,PF,76,2605,,,4%,95%,1%,+0.3,+6.6,56,44,45,158,,24,,421,161,48,68
2011-12,26,UTA,NBA,PF,64,2100,,,7%,93%,,+4.8,+12.0,40,32,40,110,,22,,339,113,28,71
2012-13,27,UTA,NBA,PF,78,2375,,,21%,79%,,+0.2,+0.9,50,45,43,105,,23,3,485,147,21,78
2013-14,28,ATL,NBA,PF,74,2482,,,,93%,7%,+2.3,+6.9,69,59,57,101,7,29,5,549,177,38,80
2014-15,29,ATL,NBA,PF,73,2390,,,,94%,6%,+7.9,+5.3,53,63,50,103,5,28,0,529,141,32,65
2015-16,30,ATL,NBA,PF,81,2647,,,2%,92%,6%,+3.6,-0.1,59,87,45,117,7,26,10,640,183,39,71
2016-17,31,ATL,NBA,PF,47,1599,,,,89%,11%,+2.6,+10.1,18,69,20,65,5,12,2,421,113,27,42
