Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
Career,,,NBA,,815,539,23939,9.3,18.9,.494,0.7,2.0,.332,8.7,16.9,.513,5.3,7.2,.734,4.0,9.1,13.1,4.0,2.3,1.8,3.2,5.5,24.6,,111,102
7 seasons,,UTA,NBA,,540,265,14821,9.2,17.9,.516,0.1,0.4,.274,9.1,17.5,.522,5.0,6.9,.723,4.6,8.7,13.3,3.3,2.1,1.8,2.9,6.3,23.6,,113,104
4 seasons,,ATL,NBA,,275,274,9118,9.5,20.5,.464,1.6,4.6,.340,7.9,15.9,.499,5.7,7.6,.749,3.1,9.6,12.7,4.9,2.6,1.8,3.6,4.2,26.2,,107,100
