Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
2005-06,29,DET,NBA,PG,1,0,15:48,6,10,.600,2,5,.400,1,1,1.000,0,4,7,0,0,2,1,15
2006-07,30,DET,NBA,PG,1,0,16:12,3,8,.375,0,3,.000,2,2,1.000,1,4,6,0,0,0,0,8
2007-08,31,DET,NBA,PG,1,0,18:07,3,10,.300,0,6,.000,0,1,.000,1,1,4,0,0,1,1,6
2008-09,32,DEN,NBA,PG,1,0,19:09,2,5,.400,1,3,.333,0,0,,0,2,3,1,0,3,2,5
2009-10,33,DEN,NBA,PG,1,0,25:44,6,11,.545,5,8,.625,0,0,,0,0,5,1,0,2,1,17
