Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2000-01,24,MIN,NBA,SG,3,0,26,1.4,8.3,.167,0.0,1.4,.000,1.4,6.9,.200,1.4,1.4,1.000,1.4,5.5,6.9,2.8,0.0,0.0,1.4,6.9,4.2
2001-02,25,MIN,NBA,PG,3,3,134,6.2,13.7,.451,1.6,4.0,.400,4.6,9.7,.472,3.8,5.4,.700,0.3,3.8,4.0,4.6,0.8,0.3,2.4,3.8,17.7
2002-03,26,DET,NBA,PG,14,14,485,5.3,14.1,.374,1.9,6.2,.310,3.3,7.9,.425,6.2,6.7,.933,0.3,3.2,3.5,4.9,0.7,0.1,2.5,2.8,18.7
2003-04,27,DET,NBA,PG,23,23,881,4.5,11.7,.385,1.5,4.4,.346,3.0,7.3,.408,4.9,5.6,.890,0.6,2.3,2.9,5.6,1.3,0.1,2.5,2.3,15.4
2004-05,28,DET,NBA,PG,25,25,985,5.3,12.4,.428,1.6,4.6,.349,3.7,7.8,.474,4.9,5.4,.893,0.8,3.1,3.9,5.9,0.9,0.2,1.8,2.6,17.1
2005-06,29,DET,NBA,PG,18,18,705,4.7,11.7,.406,1.6,4.8,.340,3.1,6.9,.452,5.4,5.9,.905,0.4,2.8,3.1,6.0,1.1,0.1,2.2,2.2,16.5
2006-07,30,DET,NBA,PG,16,16,649,4.7,10.7,.435,1.9,5.0,.389,2.7,5.7,.476,5.2,6.3,.832,0.4,2.6,2.9,5.0,1.1,0.1,2.6,2.2,16.5
2007-08,31,DET,NBA,PG,15,15,480,5.2,12.9,.401,1.8,4.8,.375,3.4,8.1,.417,5.9,7.1,.832,0.5,2.8,3.3,6.2,0.9,0.1,1.5,2.4,18.1
2008-09,32,DEN,NBA,PG,16,16,619,5.2,11.5,.457,2.6,5.5,.468,2.7,6.0,.447,6.2,6.8,.906,0.3,3.3,3.5,6.3,1.2,0.2,1.8,2.2,19.2
2009-10,33,DEN,NBA,PG,6,6,207,6.4,14.4,.446,1.9,5.4,.355,4.5,9.0,.500,6.4,7.3,.881,0.2,2.3,2.4,6.6,1.0,0.5,3.1,4.2,21.2
2010-11,34,NYK,NBA,PG,1,1,35,3.1,11.3,.273,2.1,6.2,.333,1.0,5.1,.200,2.1,2.1,1.000,0.0,2.1,2.1,4.1,0.0,0.0,3.1,2.1,10.3
2012-13,36,LAC,NBA,SG,6,6,115,3.4,11.3,.306,1.9,5.3,.353,1.6,5.9,.263,2.8,3.4,.818,0.6,3.1,3.8,1.9,0.3,0.3,2.5,3.1,11.6
