Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2007-08,24,HOU,NBA,PF,42,711,,,,24%,76%,+7.6,+2.5,4,15,7,48,,3,,50,55,20,32
2008-09,25,HOU,NBA,PF,69,1467,,,,67%,33%,+1.6,-4.4,15,21,32,74,,19,,97,92,26,52
2009-10,26,TOT,NBA,PF,80,2469,,,6%,64%,30%,-2.7,-0.2,25,37,74,0,,0,,161,0,49,113
2009-10,26,HOU,NBA,PF,52,1415,,,,52%,48%,+0.8,+2.0,15,23,48,60,,29,,97,130,34,76
2009-10,26,SAC,NBA,PF,28,1054,,,14%,80%,6%,-7.4,-3.8,10,14,26,37,,13,,64,69,15,37
2010-11,27,TOT,NBA,PF,76,2008,,1%,8%,84%,7%,-4.6,-2.6,20,38,51,0,,0,,151,0,40,64
2010-11,27,SAC,NBA,PF,53,1406,,1%,11%,87%,1%,-6.8,-1.4,12,31,39,49,,21,,118,102,27,39
2010-11,27,NOH,NBA,PF,23,602,,,1%,79%,21%,+0.8,0.0,8,7,12,32,,9,,33,32,13,25
2011-12,28,NOH,NBA,PF,41,999,,,1%,94%,5%,-4.5,-0.4,9,18,38,24,,18,,88,93,26,40
2012-13,29,GSW,NBA,PF,81,1876,,,,83%,16%,-1.9,-5.7,19,45,51,71,,28,0,152,141,45,64
2013-14,30,SAC,NBA,PF,18,233,,,,41%,59%,-13.5,-11.1,2,2,5,17,1,3,0,11,9,5,4
2014-15,31,SAC,NBA,PF,70,1192,,,,68%,32%,-8.8,-7.2,6,23,25,50,5,16,1,58,71,11,42
2015-16,32,PHI,NBA,PF,36,569,,,,52%,48%,-11.0,-0.4,3,11,8,32,3,4,0,81,36,7,16
