Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
2012-13,22,IND,NBA,SF,1,0,20:03,7,13,.538,3,6,.500,0,0,,1,3,4,2,0,0,0,17
2013-14,23,IND,NBA,SF,1,1,33:08,6,13,.462,1,5,.200,5,5,1.000,1,5,5,2,0,1,2,18
2015-16,25,IND,NBA,SF,1,1,26:49,16,26,.615,9,19,.474,0,0,,0,5,1,1,0,3,0,41
2016-17,26,IND,,SF,,0,,,,,,,,,,,,,,,,,,
