Player,Sim,1,2,3,4,5,6
Paul George,,10.8,9.2,9.0,6.0,2.4,0.0
Goose Ligon,86.8,9.9,9.7,6.5,6.3,2.4,1.0
Al Horford,86.2,10.9,10.1,8.8,6.8,5.5,1.3
Glen Rice,85.6,10.2,10.0,7.9,6.3,4.4,1.4
Carlos Boozer,84.8,10.2,9.9,9.4,5.9,4.1,3.5
Rasheed Wallace,84.2,11.0,9.3,7.6,6.4,5.0,2.3
Sean Elliott,83.2,8.8,8.7,8.4,6.1,4.6,1.4
Vin Baker,82.6,10.4,8.3,6.2,5.8,4.4,0.4
Terry Dischinger,82.4,11.3,10.3,9.2,5.8,4.8,3.8
Antawn Jamison,81.9,9.0,8.5,6.7,6.4,2.3,1.4
Lou Hudson,81.6,11.1,10.1,9.7,7.9,4.9,2.2
