Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2000-01,30,MIL,NBA,PG,82,2002,100%,,,,,+4.7,+1.0,36,23,9,63,,6,,494,35,6,26
2001-02,31,LAL,NBA,PG,82,1616,100%,,,,,+3.9,-6.0,25,20,10,48,,3,,281,10,1,19
2002-03,32,TOR,NBA,PG,29,673,100%,,,,,-12.3,-6.8,22,22,13,12,,6,,159,18,4,7
2003-04,33,DET,NBA,SG,33,661,33%,67%,,,,+10.2,+4.5,24,8,2,13,,0,,182,3,1,7
2004-05,34,DET,NBA,SG,76,1144,40%,60%,,,,+1.1,-4.8,41,15,12,39,,7,,277,18,5,26
2005-06,35,DET,NBA,PG,30,353,100%,,,,,+6.4,-1.7,13,6,1,22,,1,,130,2,0,6
2006-07,36,DET,NBA,PG,52,745,100%,,,,,-2.8,-9.2,23,6,6,23,,4,,196,12,2,9
2007-08,37,DET,NBA,PG,24,215,100%,,,,,+6.4,-2.3,10,1,2,11,,1,,72,2,0,5
2008-09,38,CHI,NBA,PG,28,266,100%,,,,,-8.6,-9.0,10,3,6,9,,2,,82,2,1,3
2009-10,39,CHI,NBA,PG,13,122,32%,68%,,,,-5.9,-4.5,3,0,1,3,,1,,20,1,0,0
