Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
Career,,,NBA,,449,7797,.367,17.6,.565,.163,.050,.100,.252,.435,.389,.483,.236,.358,.370,.339,.450,.004,10,.877,.268,.392,2,0
5 seasons,,DET,NBA,,215,3118,.363,15.9,.623,.245,.047,.070,.260,.377,.409,.474,.225,.317,.405,.289,.470,.005,3,.882,.348,.402,2,0
1 season,,LAL,NBA,,82,1616,.382,18.2,.576,.122,.037,.139,.278,.424,.383,.550,.167,.324,.368,.380,.509,.012,6,.899,.231,.438,0,0
1 season,,MIL,NBA,,82,2002,.381,19.4,.480,.089,.051,.114,.226,.520,.388,.429,.275,.438,.373,.373,.473,.001,1,.862,.258,.371,0,0
2 seasons,,CHI,NBA,,41,388,.286,19.0,.455,.143,.045,.063,.205,.545,.294,.563,.400,.143,.130,.279,.133,.000,0,.882,.131,.500,0,0
1 season,,TOR,NBA,,29,673,.351,16.0,.646,.195,.079,.099,.272,.354,.369,.492,.208,.333,.341,.318,.319,.000,0,.882,.215,.304,0,0
