Assists
2005-06 NBA 611 (5th)
2006-07 NBA 569 (6th)
2007-08 NBA 925 (1st)
2008-09 NBA 861 (1st)
2009-10 NBA 480 (9th)
2010-11 NBA 782 (2nd)
2011-12 NBA 543 (3rd)
2012-13 NBA 678 (2nd)
2013-14 NBA 663 (4th)
2014-15 NBA 838 (1st)
2015-16 NBA 738 (4th)
2016-17 NBA 349 (7th)
Active 8037 (2nd)
Career NBA 8037 (10th)
Career 8037 (10th)
