Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2005-06,20,NOK,NBA,PG,78,2808,60%,40%,,,,-3.3,-0.6,74,60,49,58,,33,,1323,150,30,66
2006-07,21,NOK,NBA,PG,64,2353,100%,,,,,-1.2,+1.3,79,42,40,32,,25,,1280,103,29,49
2007-08,22,NOH,NBA,PG,80,3006,100%,,,,,+8.1,+9.1,93,71,37,36,,19,,2123,119,41,61
2008-09,23,NOH,NBA,PG,78,3002,100%,,,,,+6.5,+19.6,113,61,57,53,,35,,1945,158,48,56
2009-10,24,NOH,NBA,PG,45,1712,85%,15%,,,,+0.3,+5.7,63,26,23,39,,13,,1092,59,20,19
2010-11,25,NOH,NBA,PG,80,2880,100%,,,,,+4.5,+13.9,102,42,33,51,,21,,1735,101,31,34
2011-12,26,LAC,NBA,PG,60,2181,100%,,,,,+7.3,+14.0,67,40,17,37,,12,,1238,68,18,46
2012-13,27,LAC,NBA,PG,70,2335,100%,,,,,+9.7,+6.7,96,38,25,44,,17,4,1542,61,18,26
2013-14,28,LAC,NBA,PG,62,2171,71%,29%,,,,+11.1,+9.1,93,34,18,48,3,13,4,1495,66,16,38
2014-15,29,LAC,NBA,PG,82,2857,100%,,,,,+13.0,+20.9,116,49,25,71,3,17,9,1905,47,13,21
2015-16,30,LAC,NBA,PG,74,2420,100%,,,,,+10.8,+16.5,101,62,30,54,3,14,16,1707,67,13,29
2016-17,31,LAC,NBA,PG,36,1112,100%,,,,,+15.0,+21.5,25,50,11,28,1,5,4,796,21,4,6
