Player,Sim,1,2,3,4,5,6
Solomon Hill,,3.5,2.1,0.4,,,
Paul Graham,93.4,3.6,1.9,0.2,,,
Robert Covington,86.8,4.0,2.0,0.1,,,
Willie Long,86.7,3.5,2.1,1.2,,,
Reggie Williams,84.3,3.7,1.7,0.3,0.3,0.2,0.0
Dave Lattin,81.4,3.2,2.0,0.6,0.4,0.2,
Don Boven,80.9,3.8,2.2,1.5,,,
Dave Sorenson,78.1,2.6,2.1,0.7,,,
Mike Sweetney,76.6,3.8,2.1,1.4,0.4,,
Michael Ansley,75.3,3.3,3.1,0.0,,,
Harthorne Wingo,75.0,3.9,1.4,0.9,0.0,,
