Player,Sim,1,2,3
Solomon Hill,,3.5,2.1,0.4
Paul Graham,93.4,3.6,1.9,0.2
Buck Johnson,93.3,3.6,2.1,0.7
Joe Caldwell,93.1,3.3,2.0,0.3
Reggie Williams,90.6,3.7,1.7,0.3
Matt Bullard,90.1,3.4,2.4,0.2
Jahidi White,89.8,3.2,2.1,0.2
Trevor Ariza,89.4,3.4,2.1,0.9
Ira Newble,88.6,3.3,2.3,0.2
Jumaine Jones,87.8,3.3,2.3,0.0
Andrew DeClercq,87.5,3.4,1.6,0.4
